,GAME_ID,TEAM_ID,PLAYER_NAME,TIME,TIMESHARE,PTS_TEAM,PTSSHARE,PTSCAP,PTSCAPSHARE,GAME_DATE,MATCHUP,WL,W_PCT,PTS,HHI_TS,HHI_PS,HHI_PCS
0,42100136,1610612761,O.G. Anunoby,29.033333333333335,0.12097222222222226,5.0,0.05154639175257732,145.16666666666669,0.04203465083731481,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
1,42100136,1610612761,Pascal Siakam,43.78333333333333,0.1824305555555556,24.0,0.24742268041237114,1050.8,0.3042710293904734,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
2,42100136,1610612761,Khem Birch,5.083333333333333,0.02118055555555556,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
3,42100136,1610612761,Gary Trent Jr.,40.166666666666664,0.16736111111111113,19.0,0.1958762886597938,763.1666666666666,0.2209835432652864,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
4,42100136,1610612761,Scottie Barnes,35.1,0.14625000000000005,18.0,0.18556701030927836,631.8000000000001,0.18294483856956711,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
5,42100136,1610612761,Precious Achiuwa,22.233333333333334,0.09263888888888891,3.0,0.030927835051546393,66.7,0.01931373968437817,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
6,42100136,1610612761,Chris Boucher,31.566666666666666,0.1315277777777778,25.0,0.25773195876288657,789.1666666666666,0.22851213744510399,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
7,42100136,1610612761,Thaddeus Young,21.866666666666667,0.09111111111111113,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
8,42100136,1610612761,Yuta Watanabe,2.2333333333333334,0.009305555555555558,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
9,42100136,1610612761,Svi Mykhailiuk,2.2333333333333334,0.009305555555555558,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
10,42100136,1610612761,Malachi Flynn,2.2333333333333334,0.009305555555555558,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
11,42100136,1610612761,Dalano Banton,2.2333333333333334,0.009305555555555558,3.0,0.030927835051546393,6.7,0.0019400608078760679,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
12,42100136,1610612761,Armoni Brooks,2.2333333333333334,0.009305555555555558,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
13,42100136,1610612761,Isaac Bonga,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-28,TOR vs. PHI,L,0.333,97,0.13237832754629636,0.20501647358911682,0.22924489288694325
0,42100135,1610612761,O.G. Anunoby,39.25,0.16354166666666667,16.0,0.1553398058252427,628.0,0.1832194694998906,2022-04-25,TOR @ PHI,W,0.4,103,0.13891069637345685,0.14827033650673957,0.1915513599751685
1,42100135,1610612761,Pascal Siakam,43.7,0.18208333333333335,23.0,0.22330097087378642,1005.1,0.2932386764241084,2022-04-25,TOR @ PHI,W,0.4,103,0.13891069637345685,0.14827033650673957,0.1915513599751685
