,GAME_ID,TEAM_ID,PLAYER_NAME,TIME,TIMESHARE,PTS_TEAM,PTSSHARE,PTSCAP,PTSCAPSHARE,GAME_DATE,MATCHUP,WL,W_PCT,PTS,HHI_TS,HHI_PS,HHI_PCS
0,42100156,1610612750,Anthony Edwards,40.9,0.17041666666666663,30.0,0.2830188679245283,1227.0,0.3373164965269505,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
1,42100156,1610612750,Jarred Vanderbilt,12.25,0.05104166666666666,2.0,0.018867924528301886,24.5,0.006735333467734545,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
2,42100156,1610612750,Karl-Anthony Towns,40.75,0.16979166666666665,18.0,0.16981132075471697,733.5,0.20164763667686894,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
3,42100156,1610612750,Patrick Beverley,37.53333333333333,0.15638888888888886,10.0,0.09433962264150944,375.3333333333333,0.10318347598189248,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
4,42100156,1610612750,D'Angelo Russell,27.233333333333334,0.11347222222222221,7.0,0.0660377358490566,190.63333333333333,0.05240730898227736,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
5,42100156,1610612750,Jaden McDaniels,33.45,0.139375,24.0,0.22641509433962265,802.8000000000001,0.2206990084856038,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
6,42100156,1610612750,Malik Beasley,15.966666666666667,0.06652777777777777,2.0,0.018867924528301886,31.933333333333334,0.008778842805564211,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
7,42100156,1610612750,Jordan McLaughlin,24.833333333333332,0.1034722222222222,9.0,0.08490566037735849,223.5,0.06144273591994575,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
8,42100156,1610612750,Greg Monroe,7.083333333333333,0.029513888888888885,4.0,0.03773584905660377,28.333333333333332,0.007789161153162399,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
9,42100156,1610612750,Leandro Bolmaro,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
10,42100156,1610612750,Jake Layman,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
11,42100156,1610612750,Jaylen Nowell,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
12,42100156,1610612750,Josh Okogie,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
13,42100156,1610612750,Taurean Prince,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
14,42100156,1610612750,Naz Reid,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-29,MIN vs. MEM,L,0.333,106,0.13323863811728393,0.1828052687789249,0.22050390993030553
0,42100155,1610612750,Anthony Edwards,34.833333333333336,0.1451388888888889,22.0,0.2018348623853211,766.3333333333334,0.24704226260194934,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
1,42100155,1610612750,Jarred Vanderbilt,22.116666666666667,0.09215277777777778,6.0,0.05504587155963303,132.7,0.0427783926671753,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
2,42100155,1610612750,Karl-Anthony Towns,34.86666666666667,0.14527777777777778,28.0,0.25688073394495414,976.2666666666667,0.31471830304853815,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
3,42100155,1610612750,Patrick Beverley,27.9,0.11624999999999999,9.0,0.08256880733944955,251.1,0.08094690579297452,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
4,42100155,1610612750,D'Angelo Russell,38.93333333333333,0.1622222222222222,12.0,0.11009174311926606,467.19999999999993,0.15061088963153202,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
5,42100155,1610612750,Jaden McDaniels,17.766666666666666,0.07402777777777778,3.0,0.027522935779816515,53.3,0.0171822782905836,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
6,42100155,1610612750,Malik Beasley,14.316666666666666,0.05965277777777778,8.0,0.07339449541284404,114.53333333333333,0.03692201889083505,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
7,42100155,1610612750,Naz Reid,13.133333333333333,0.05472222222222222,9.0,0.08256880733944955,118.19999999999999,0.03810403928605969,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
8,42100155,1610612750,Jordan McLaughlin,17.366666666666667,0.07236111111111111,2.0,0.01834862385321101,34.733333333333334,0.011196956834764299,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
9,42100155,1610612750,Taurean Prince,18.766666666666666,0.07819444444444444,10.0,0.09174311926605505,187.66666666666666,0.06049795295558828,2022-04-26,MIN @ MEM,L,0.4,109,0.1138767650462963,0.1504082147967343,0.19803928042780722
