,,0
MIL202211250MIL,MP_HHI,0.09903570601851848
MIL202211250MIL,PTS_HHI,0.1669223464095259
MIL202211250MIL,PTSCAP_HHI,0.20801629975939995
MIL202211270MIL,MP_HHI,0.10731113040123458
MIL202211270MIL,PTS_HHI,0.15699791883454736
MIL202211270MIL,PTSCAP_HHI,0.17364383439023107
MIL202211300NYK,MP_HHI,0.12363559027777779
MIL202211300NYK,PTS_HHI,0.19299722245602224
MIL202211300NYK,PTSCAP_HHI,0.23517281691931421
MIL202212020MIL,MP_HHI,0.11589849537037038
MIL202212020MIL,PTS_HHI,0.19199567333693887
MIL202212020MIL,PTSCAP_HHI,0.22600660106187526
MIL202212030CHO,MP_HHI,0.10766292438271605
MIL202212030CHO,PTS_HHI,0.12507936507936507
MIL202212030CHO,PTSCAP_HHI,0.14822228718923613
MIL202212050ORL,MP_HHI,0.10814106925598561
MIL202212050ORL,PTS_HHI,0.17599528659203773
MIL202212050ORL,PTSCAP_HHI,0.22374223237904767
MIL202212070MIL,MP_HHI,0.1152789161885052
MIL202212070MIL,PTS_HHI,0.18102796674225247
MIL202212070MIL,PTSCAP_HHI,0.2057919430942417
MIL202212090DAL,MP_HHI,0.12161494020061724
MIL202212090DAL,PTS_HHI,0.16002135991456032
MIL202212090DAL,PTSCAP_HHI,0.1882643751911687
MIL202212110HOU,MP_HHI,0.12059308449074073
MIL202212110HOU,PTS_HHI,0.17367674858223062
MIL202212110HOU,PTSCAP_HHI,0.18750120941234377
MIL202212130MIL,MP_HHI,0.10507105516975311
MIL202212130MIL,PTS_HHI,0.1461181640625
MIL202212130MIL,PTSCAP_HHI,0.18022058318334708
MIL202212150MEM,MP_HHI,0.08297440200617283
MIL202212150MEM,PTS_HHI,0.12067444368199198
MIL202212150MEM,PTSCAP_HHI,0.1376984855389613
MIL202212170MIL,MP_HHI,0.09048861882716047
MIL202212170MIL,PTS_HHI,0.12856104170797805
MIL202212170MIL,PTSCAP_HHI,0.15584437480906185
MIL202212190NOP,MP_HHI,0.10942980595471202
MIL202212190NOP,PTS_HHI,0.1995849609375
MIL202212190NOP,PTSCAP_HHI,0.24271904786010598
MIL202212210CLE,MP_HHI,0.11837695794753089
MIL202212210CLE,PTS_HHI,0.2292630829476682
MIL202212210CLE,PTSCAP_HHI,0.3191985979025838
MIL202212230BRK,MP_HHI,0.1124579957561728
MIL202212230BRK,PTS_HHI,0.17440000000000003
MIL202212230BRK,PTSCAP_HHI,0.21260286217671878
MIL202212250BOS,MP_HHI,0.11543062307098767
MIL202212250BOS,PTS_HHI,0.14492961792588338
MIL202212250BOS,PTSCAP_HHI,0.1868070446885328
MIL202212280CHI,MP_HHI,0.11585907203037855
MIL202212280CHI,PTS_HHI,0.22813062886678676
MIL202212280CHI,PTSCAP_HHI,0.28815600614946413
