,,0
MIL202302020MIL,MP_HHI,0.11589979745370367
MIL202302020MIL,PTS_HHI,0.3070487718049128
MIL202302020MIL,PTSCAP_HHI,0.37965246458842605
MIL202302040MIL,MP_HHI,0.12097079475308643
MIL202302040MIL,PTS_HHI,0.17853129750809704
MIL202302040MIL,PTSCAP_HHI,0.19919486886532833
MIL202302060POR,MP_HHI,0.09894201388888889
MIL202302060POR,PTS_HHI,0.1373302746605493
MIL202302060POR,PTSCAP_HHI,0.1644841257080232
MIL202302090LAL,MP_HHI,0.11701560570987656
MIL202302090LAL,PTS_HHI,0.1928922495274102
MIL202302090LAL,PTSCAP_HHI,0.2335326980166679
MIL202302100LAC,MP_HHI,0.10540661651234569
MIL202302100LAC,PTS_HHI,0.17406962785114047
MIL202302100LAC,PTSCAP_HHI,0.20491384361932932
MIL202302140MIL,MP_HHI,0.12802595436815448
MIL202302140MIL,PTS_HHI,0.20435872035429176
MIL202302140MIL,PTSCAP_HHI,0.25930432212773435
MIL202302160CHI,MP_HHI,0.1050193576388889
MIL202302160CHI,PTS_HHI,0.17426658163265307
MIL202302160CHI,PTSCAP_HHI,0.2102315948903971
MIL202302240MIL,MP_HHI,0.09536893325617288
MIL202302240MIL,PTS_HHI,0.115234375
MIL202302240MIL,PTSCAP_HHI,0.1403918590934187
MIL202302260MIL,MP_HHI,0.11350371026088052
MIL202302260MIL,PTS_HHI,0.1819526627218935
MIL202302260MIL,PTSCAP_HHI,0.22824010166644473
MIL202302280BRK,MP_HHI,0.09602963231761724
MIL202302280BRK,PTS_HHI,0.14780235564492963
MIL202302280BRK,PTSCAP_HHI,0.1760466280620339
MIL202303010MIL,MP_HHI,0.09380352044753089
MIL202303010MIL,PTS_HHI,0.13348170384555666
MIL202303010MIL,PTSCAP_HHI,0.15257011776291898
MIL202303040MIL,MP_HHI,0.11363271604938274
MIL202303040MIL,PTS_HHI,0.17940828402366868
MIL202303040MIL,PTSCAP_HHI,0.211729489724303
MIL202303050WAS,MP_HHI,0.11326860532407405
MIL202303050WAS,PTS_HHI,0.14062385857257653
MIL202303050WAS,PTSCAP_HHI,0.15711519390235373
MIL202303070ORL,MP_HHI,0.12034077932098766
MIL202303070ORL,PTS_HHI,0.14268211182891513
MIL202303070ORL,PTSCAP_HHI,0.15916322386815346
MIL202303090MIL,MP_HHI,0.11866486603792593
MIL202303090MIL,PTS_HHI,0.15254237288135591
MIL202303090MIL,PTSCAP_HHI,0.17454381394187388
MIL202303110GSW,MP_HHI,0.11865252165658005
MIL202303110GSW,PTS_HHI,0.13540428061831156
MIL202303110GSW,PTSCAP_HHI,0.1483023663406967
MIL202303130SAC,MP_HHI,0.12131401154082426
MIL202303130SAC,PTS_HHI,0.21736672508338512
MIL202303130SAC,PTSCAP_HHI,0.24106103430011083
