,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GAMEID,MIN,SEC,TT,TTSHARE,PTSSHARE,PPM,PPM_ZSCORE,EPTS,EPTS_ZSCORE,EPTS_DIFF,PTSCAP,PTSCAP_SHARE
12,Thanasis Antetokounmpo,4:05,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1,202301010MILMIL,4,5,4.083333333333333,0.017013888888888887,0.0,0.0,-1.5768070252381794,1.6163194444444442,-1.383654535880913,1.6163194444444442,0.0,0.0
13,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301010MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.776605021550169,0.0,0.0,0.0
0,Giannis Antetokounmpo,36:34,20,33,.606,0,3,.000,15,16,.938,2,8,10,7,2,0,5,3,55,+25,202301030MILMIL,36,34,36.56666666666667,0.1523611111111111,0.44715447154471544,1.5041020966271648,2.405541887513032,18.74041666666667,1.4697849532649077,-36.25958333333333,2011.1666666666667,0.528619115624206
1,Pat Connaughton,32:05,4,10,.400,3,9,.333,0,0,,0,2,2,2,0,0,0,0,11,+3,202301030MILMIL,32,5,32.083333333333336,0.13368055555555555,0.08943089430894309,0.3428571428571428,-0.17157026567143993,16.442708333333332,1.1305345160256548,5.442708333333332,352.9166666666667,0.09276133068154938
2,Grayson Allen,29:23,1,9,.111,1,7,.143,0,0,,2,1,3,2,1,0,0,1,3,+18,202301030MILMIL,29,23,29.383333333333333,0.12243055555555556,0.024390243902439025,0.10209869540555871,-0.7058774494356859,15.058958333333333,0.9262275612570345,12.058958333333333,88.15,0.02316952434355205
3,Brook Lopez,27:46,10,13,.769,1,2,.500,0,0,,6,6,12,3,1,6,1,3,21,-7,202301030MILMIL,27,46,27.766666666666666,0.11569444444444445,0.17073170731707318,0.7563025210084033,0.7459752575641154,14.230416666666667,0.8038956192042187,-6.769583333333333,583.1,0.1532631837178128
4,Jevon Carter,23:22,0,2,.000,0,1,.000,0,0,,0,2,2,3,0,0,1,4,0,-1,202301030MILMIL,23,22,23.366666666666667,0.0973611111111111,0.0,0.0,-0.9324616751838516,11.975416666666666,0.4709509521738741,11.975416666666666,0.0,0.0
6,Bobby Portis,28:22,7,13,.538,2,6,.333,1,1,1.000,3,10,13,4,2,0,0,1,17,+9,202301030MILMIL,28,22,28.366666666666667,0.11819444444444445,0.13821138211382114,0.599294947121034,0.3975335911495355,14.537916666666668,0.8492971647083567,-2.4620833333333323,482.23333333333335,0.12675118497945453
7,Jrue Holiday,18:59,2,8,.250,2,4,.500,0,0,,0,1,1,0,0,0,3,0,6,-3,202301030MILMIL,18,59,18.983333333333334,0.07909722222222222,0.04878048780487805,0.3160667251975417,-0.23102534508022354,9.728958333333333,0.13926743918531137,3.728958333333333,113.9,0.02993770644050571
8,Joe Ingles,18:21,2,5,.400,2,5,.400,0,0,,0,3,3,4,1,0,1,1,6,+6,202301030MILMIL,18,21,18.35,0.07645833333333334,0.04878048780487805,0.32697547683923706,-0.20681591679326816,9.404375,0.09134358559761034,3.404375,110.10000000000001,0.028938906752411578
9,MarJon Beauchamp,15:45,2,4,.500,0,0,,0,0,,2,0,2,1,1,0,0,1,4,+8,202301030MILMIL,15,45,15.75,0.065625,0.032520325203252036,0.25396825396825395,-0.3688384088783614,8.071875,-0.10539644492032038,4.071875,63.0,0.016559047460507986
10,A.J. Green,9:23,0,3,.000,0,3,.000,0,0,,0,1,1,1,0,0,1,0,0,-8,202301030MILMIL,9,23,9.383333333333333,0.03909722222222222,0.0,0.0,-0.9324616751838516,4.808958333333333,-0.5871572888808946,4.808958333333333,0.0,0.0
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301030MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2971870144039397,0.0,0.0,0.0
12,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301030MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2971870144039397,0.0,0.0,0.0
13,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301030MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2971870144039397,0.0,0.0,0.0
14,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301030MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2971870144039397,0.0,0.0,0.0
0,Pat Connaughton,39:53,5,12,.417,5,11,.455,0,0,,2,4,6,1,0,0,0,0,15,+6,202301040TORMIL,39,53,39.88333333333333,0.15053154683273573,0.14423076923076922,0.3760969494358546,0.24087919061838048,15.655280870604516,1.2746885040272986,0.6552808706045159,598.25,0.17283635558209184
1,Giannis Antetokounmpo,39:42,7,18,.389,1,3,.333,15,21,.714,2,19,21,10,0,1,12,4,30,+20,202301040TORMIL,39,42,39.7,0.14983959237592,0.28846153846153844,0.7556675062972291,1.8229007509582078,15.583317607095681,1.262705828765933,-14.416682392904319,1191.0,0.3440837434154139
2,Brook Lopez,38:13,4,11,.364,1,3,.333,0,1,.000,3,16,19,2,0,2,2,5,9,+17,202301040TORMIL,38,13,38.21666666666667,0.14424105177077437,0.08653846153846154,0.23549934583515045,-0.345121056786639,15.001069384160534,1.1657550925603328,6.001069384160534,343.95000000000005,0.09936826494351943
3,Grayson Allen,32:08,4,9,.444,2,5,.400,6,8,.750,1,3,4,5,1,0,1,2,16,+8,202301040TORMIL,32,8,32.13333333333333,0.12128074479461534,0.15384615384615385,0.4979253112033195,0.7486506483697779,12.613197458639995,0.7681481407059062,-3.386802541360005,514.1333333333333,0.14853477913348292
4,Jevon Carter,22:57,0,5,.000,0,3,.000,0,0,,0,2,2,3,0,0,1,4,0,-10,202301040TORMIL,22,57,22.95,0.08662011700320815,0.0,0.0,-1.326664634976241,9.008492168333648,0.16792504352292287,9.008492168333648,0.0,0.0
6,Bobby Portis,32:58,7,16,.438,0,4,.000,0,0,,2,10,12,0,1,1,4,2,14,-15,202301040TORMIL,32,58,32.96666666666667,0.12442599232559604,0.1346153846153846,0.4246713852376137,0.44333378919197614,12.940303201861987,0.8226148464393894,-1.0596967981380132,461.53333333333336,0.1333384693907031
7,MarJon Beauchamp,22:00,4,6,.667,2,3,.667,0,0,,2,2,4,2,0,0,3,3,10,-7,202301040TORMIL,22,0,22.0,0.08303453481789017,0.09615384615384616,0.45454545454545453,0.5678466653509958,8.635591621060577,0.10583299898675211,-1.364408378939423,220.0,0.06355870995079015
8,Jordan Nwora,13:58,2,5,.400,1,2,.500,0,0,,0,1,1,2,1,0,2,2,5,-15,202301040TORMIL,13,58,13.966666666666667,0.05271434861923634,0.04807692307692308,0.35799522673031026,0.16543257053208396,5.482292256400579,-0.4192260442840245,0.48229225640057916,69.83333333333333,0.02017507535559172
9,A.J. Green,12:32,2,4,.500,1,3,.333,0,0,,0,2,2,0,1,0,0,1,5,+21,202301040TORMIL,12,32,12.533333333333333,0.04730452286594955,0.04807692307692308,0.39893617021276595,0.3360713466939403,4.919670378058753,-0.5129087781456154,-0.08032962194124682,62.666666666666664,0.01810460222840689
10,Sandro Mamukelashvili,9:57,0,1,.000,0,1,.000,0,0,,1,1,2,1,0,0,0,1,0,-4,202301040TORMIL,9,57,9.95,0.037554255519909416,0.0,0.0,-1.326664634976241,3.9056425740705794,-0.6817555659194129,3.9056425740705794,0.0,0.0
11,Thanasis Antetokounmpo,0:39,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-6,202301040TORMIL,0,39,0.65,0.002453293074164937,0.0,0.0,-1.326664634976241,0.2551424797131534,-1.2896040019050838,0.2551424797131534,0.0,0.0
12,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301040TORMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3320880323772009,0.0,0.0,0.0
13,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301040TORMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3320880323772009,0.0,0.0,0.0
0,Giannis Antetokounmpo,21:58,2,7,.286,0,2,.000,5,11,.455,2,2,4,0,0,0,3,2,9,-21,202301060MILMIL,21,58,21.966666666666665,0.09152777777777776,0.08256880733944955,0.409711684370258,-0.046707028680214285,9.976527777777775,0.9281720211923316,0.9765277777777754,197.7,0.0939705777503149
1,Grayson Allen,21:29,4,7,.571,3,4,.750,1,1,1.000,0,2,2,2,0,1,1,2,12,-22,202301060MILMIL,21,29,21.483333333333334,0.08951388888888888,0.11009174311926606,0.5585725368502715,0.6272846409638905,9.757013888888888,0.8529849021571991,-2.2429861111111116,257.8,0.1225372531311643
2,Jrue Holiday,19:26,4,9,.444,3,5,.600,1,2,.500,1,1,2,4,1,0,0,1,12,-18,202301060MILMIL,19,26,19.433333333333334,0.08097222222222221,0.11009174311926606,0.6174957118353345,0.8940688789101726,8.825972222222221,0.5340878110771519,-3.174027777777779,233.2,0.11084440430639067
3,Brook Lopez,18:57,3,5,.600,1,3,.333,2,2,1.000,3,1,4,1,0,0,0,1,9,-11,202301060MILMIL,18,57,18.95,0.07895833333333332,0.08256880733944955,0.474934036939314,0.24859775813092283,8.606458333333332,0.4589006920420189,-0.39354166666666757,170.54999999999998,0.08106566532785131
4,Pat Connaughton,16:09,2,5,.400,1,3,.333,0,0,,0,1,1,1,0,0,1,1,5,-21,202301060MILMIL,16,9,16.15,0.06729166666666665,0.045871559633027525,0.30959752321981426,-0.4999901417664173,7.334791666666665,0.023333933493661748,2.334791666666665,80.75,0.038382013926848396
6,MarJon Beauchamp,23:19,2,6,.333,0,3,.000,2,2,1.000,0,2,2,2,0,0,1,2,6,-14,202301060MILMIL,23,19,23.316666666666666,0.09715277777777777,0.05504587155963303,0.2573266619013581,-0.7366549499200036,10.589652777777777,1.13817742263529,4.589652777777777,139.9,0.06649713620267605
7,Bobby Portis,22:47,7,10,.700,3,4,.750,2,2,1.000,3,9,12,3,1,0,0,3,19,-16,202301060MILMIL,22,47,22.783333333333335,0.09493055555555555,0.1743119266055046,0.8339429407461594,1.8740688370793854,10.347430555555555,1.055212325768936,-8.652569444444445,432.8833333333334,0.20575769818824222
8,Joe Ingles,19:27,2,5,.400,2,5,.400,0,0,,0,1,1,3,0,1,2,0,6,-11,202301060MILMIL,19,27,19.45,0.08104166666666665,0.05504587155963303,0.30848329048843187,-0.5050350112971581,8.833541666666665,0.5366804703542254,2.8335416666666653,116.69999999999999,0.05546973405898709
9,A.J. Green,17:46,5,8,.625,3,6,.500,0,0,,0,3,3,2,0,0,0,1,13,+6,202301060MILMIL,17,46,17.766666666666666,0.07402777777777776,0.11926605504587157,0.7317073170731707,1.411180458110069,8.069027777777777,0.2748218833697965,-4.930972222222223,230.96666666666664,0.10978285841037462
10,Jevon Carter,16:06,3,10,.300,2,7,.286,0,0,,0,2,2,0,1,1,2,1,8,-1,202301060MILMIL,16,6,16.1,0.06708333333333333,0.07339449541284404,0.49689440993788814,0.3480269110393648,7.312083333333333,0.015555955662441468,-0.6879166666666672,128.8,0.06122109465979039
11,George Hill,12:00,2,2,1.000,1,1,1.000,0,0,,0,2,2,3,1,0,0,0,5,-4,202301060MILMIL,12,0,12.0,0.049999999999999996,0.045871559633027525,0.4166666666666667,-0.015217217543125423,5.449999999999999,-0.6222382264976527,0.4499999999999993,60.0,0.028519143475057632
12,Jordan Nwora,12:00,1,2,.500,1,1,1.000,0,0,,1,5,6,1,0,1,4,0,3,-4,202301060MILMIL,12,0,12.0,0.049999999999999996,0.027522935779816515,0.25,-0.7698276007919124,5.449999999999999,-0.6222382264976527,2.4499999999999993,36.0,0.01711148608503458
13,Thanasis Antetokounmpo,9:18,0,6,.000,0,2,.000,2,4,.500,2,2,4,0,0,0,1,4,2,-4,202301060MILMIL,9,18,9.3,0.03875,0.01834862385321101,0.2150537634408602,-0.928052358569884,4.22375,-1.042249029383568,2.22375,18.6,0.008840934477267868
14,Wesley Matthews,9:18,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,0,1,0,0,-4,202301060MILMIL,9,18,9.3,0.03875,0.0,0.0,-1.9017431756650927,4.22375,-1.042249029383568,4.22375,0.0,0.0
15,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301060MILMIL,0,0,0.0,0.0,0.0,,,0.0,-2.488952905990611,0.0,0.0,0.0
0,Giannis Antetokounmpo,36:25,6,15,.400,1,3,.333,9,12,.750,4,6,10,5,0,2,4,2,22,+9,202301090NYKMIL,36,25,36.416666666666664,0.15173611111111107,0.1981981981981982,0.6041189931350115,0.6996105075244118,16.842708333333327,1.3661579902336731,-5.157291666666673,801.1666666666666,0.24402130046550352
1,Jrue Holiday,33:46,5,14,.357,3,9,.333,2,2,1.000,1,4,5,9,0,0,1,3,15,+7,202301090NYKMIL,33,46,33.766666666666666,0.14069444444444443,0.13513513513513514,0.4442250740375124,-0.07507497789788804,15.617083333333332,1.1888362592564052,0.6170833333333317,506.5,0.15427100730490229
2,Brook Lopez,32:38,7,16,.438,3,9,.333,0,1,.000,4,3,7,2,1,3,3,3,17,-3,202301090NYKMIL,32,38,32.63333333333333,0.13597222222222222,0.15315315315315314,0.5209397344228806,0.29660728653774143,15.092916666666666,1.113000550410781,-1.9070833333333344,554.7666666666667,0.16897218654659352
3,Pat Connaughton,31:24,4,8,.500,3,7,.429,0,0,,1,10,11,4,0,0,1,0,11,+1,202301090NYKMIL,31,24,31.4,0.1308333333333333,0.0990990990990991,0.35031847133757965,-0.5300521434309723,14.522499999999997,1.0304734554905424,3.5224999999999973,345.4,0.1052027757613292
4,Grayson Allen,28:34,3,6,.500,2,3,.667,3,3,1.000,0,3,3,0,2,0,2,2,11,-11,202301090NYKMIL,28,34,28.566666666666666,0.11902777777777776,0.0990990990990991,0.38506417736289383,-0.36170931782202737,13.21208333333333,0.8408841833764816,2.2120833333333305,314.23333333333335,0.09570995629241946
6,Joe Ingles,28:07,6,14,.429,5,11,.455,0,0,,0,3,3,5,0,0,1,0,17,+14,202301090NYKMIL,28,7,28.116666666666667,0.11715277777777777,0.15315315315315314,0.6046235921754594,0.7020552881314505,13.003958333333333,0.8107729460407194,-3.9960416666666667,477.98333333333335,0.14558533130955223
7,Bobby Portis,19:18,5,6,.833,0,0,,0,0,,0,3,3,0,0,0,2,1,10,-2,202301090NYKMIL,19,18,19.3,0.08041666666666666,0.09009009009009009,0.5181347150259067,0.28301697725375535,8.92625,0.22081574046225938,-1.0737500000000004,193.0,0.0587844114705748
8,Jevon Carter,18:32,0,4,.000,0,3,.000,0,0,,0,1,1,1,0,0,0,3,0,0,202301090NYKMIL,18,32,18.533333333333335,0.07722222222222222,0.0,0.0,-2.227343926335277,8.571666666666667,0.16951511389021953,8.571666666666667,0.0,0.0
9,MarJon Beauchamp,11:16,3,6,.500,2,4,.500,0,0,,2,3,5,1,0,0,0,3,8,+5,202301090NYKMIL,11,16,11.266666666666667,0.04694444444444444,0.07207207207207207,0.7100591715976331,1.2128903060388052,5.210833333333333,-0.31672560753172485,-2.7891666666666666,90.13333333333334,0.027453030849125093
10,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301090NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.0706217719382256,0.0,0.0,0.0
11,A.J. Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301090NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.0706217719382256,0.0,0.0,0.0
12,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301090NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.0706217719382256,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301090NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.0706217719382256,0.0,0.0,0.0
14,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301090NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.0706217719382256,0.0,0.0,0.0
15,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301090NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.0706217719382256,0.0,0.0,0.0
0,Giannis Antetokounmpo,34:57,3,10,.300,0,0,,1,4,.250,2,16,18,10,0,1,1,5,7,+15,202301110ATLMIL,34,57,34.95,0.145625,0.06140350877192982,0.20028612303290413,-1.6004924493687378,16.60125,1.3005936633037336,9.60125,244.65000000000003,0.07784170754341777
1,Jrue Holiday,34:26,10,21,.476,3,8,.375,4,4,1.000,1,3,4,5,2,0,5,2,27,+8,202301110ATLMIL,34,26,34.43333333333333,0.1434722222222222,0.23684210526315788,0.7841239109390127,1.8122629650193747,16.35583333333333,1.2628574920325857,-10.64416666666667,929.6999999999999,0.2958080339387512
2,Brook Lopez,32:10,8,13,.615,4,6,.667,0,1,.000,4,8,12,1,1,2,1,2,20,+4,202301110ATLMIL,32,10,32.166666666666664,0.13402777777777777,0.17543859649122806,0.6217616580310882,0.8631934303271788,15.279166666666667,1.097305256778521,-4.720833333333333,643.3333333333333,0.20469309293384597
3,Pat Connaughton,29:11,4,12,.333,2,10,.200,0,0,,4,3,7,0,1,0,1,1,10,+8,202301110ATLMIL,29,11,29.183333333333334,0.12159722222222222,0.08771929824561403,0.34266133637921187,-0.7682548136978958,13.862083333333333,0.8794093000838321,3.8620833333333326,291.8333333333333,0.09285430200185604
4,Grayson Allen,13:22,3,4,.750,0,0,,0,0,,0,2,2,2,0,0,0,2,6,+11,202301110ATLMIL,13,22,13.366666666666667,0.05569444444444445,0.05263157894736842,0.44887780548628425,-0.14737888282950204,6.349166666666667,-0.2758044591522553,0.34916666666666707,80.2,0.025517698528436966
6,Bobby Portis,24:47,6,11,.545,1,2,.500,0,0,,2,8,10,1,0,0,1,0,13,-2,202301110ATLMIL,24,47,24.783333333333335,0.10326388888888889,0.11403508771929824,0.5245460659045057,0.29493107173127414,11.772083333333333,0.5580431963553526,-1.2279166666666672,322.18333333333334,0.10251093729285432
7,Jevon Carter,22:20,4,7,.571,4,7,.571,1,2,.500,1,1,2,0,2,1,0,0,13,+6,202301110ATLMIL,22,20,22.333333333333332,0.09305555555555554,0.11403508771929824,0.582089552238806,0.6312947820256365,10.608333333333333,0.37910070677926727,-2.3916666666666675,290.3333333333333,0.09237703831366831
8,Joe Ingles,21:55,3,8,.375,1,5,.200,0,0,,0,1,1,5,0,0,1,2,7,-3,202301110ATLMIL,21,55,21.916666666666668,0.09131944444444445,0.06140350877192982,0.3193916349809886,-0.904275128043757,10.410416666666668,0.3486683105928586,3.410416666666668,153.41666666666669,0.048813469441866646
9,MarJon Beauchamp,21:20,3,9,.333,2,7,.286,0,0,,0,1,1,4,0,0,0,0,8,+7,202301110ATLMIL,21,20,21.333333333333332,0.08888888888888888,0.07017543859649122,0.375,-0.5792229427706426,10.133333333333333,0.3060629559318856,2.133333333333333,170.66666666666666,0.05430200185602546
10,A.J. Green,5:32,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,1,3,-9,202301110ATLMIL,5,32,5.533333333333333,0.023055555555555555,0.02631578947368421,0.5421686746987951,0.39794196760707645,2.6283333333333334,-0.8479335074567456,-0.3716666666666666,16.6,0.005281718149277477
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301110ATLMIL,0,0,0.0,0.0,0.0,,,0.0,-1.252075728812258,0.0,0.0,0.0
12,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301110ATLMIL,0,0,0.0,0.0,0.0,,,0.0,-1.252075728812258,0.0,0.0,0.0
13,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301110ATLMIL,0,0,0.0,0.0,0.0,,,0.0,-1.252075728812258,0.0,0.0,0.0
