,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GAMEID,MIN,SEC,TT,TTSHARE,PTSSHARE,PPM,PPM_ZSCORE,EPTS,EPTS_ZSCORE,EPTS_DIFF,PTSCAP,PTSCAP_SHARE
14,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301110ATLMIL,0,0,0.0,0.0,0.0,,,0.0,-1.252075728812258,0.0,0.0,0.0
0,Jrue Holiday,33:26,7,10,.700,3,4,.750,7,8,.875,2,4,6,11,0,1,3,2,24,-9,202301120MIAMIL,33,26,33.43333333333333,0.13930555555555557,0.23529411764705882,0.7178464606181456,1.1371166507453006,14.209166666666668,1.005646262600402,-9.790833333333332,802.3999999999999,0.27032611625190905
1,Bobby Portis,31:42,5,12,.417,0,3,.000,2,4,.500,2,5,7,1,3,1,2,5,12,+3,202301120MIAMIL,31,42,31.7,0.13208333333333336,0.11764705882352941,0.37854889589905366,-0.09455088690446772,13.472500000000002,0.8758854545229308,1.472500000000002,380.4,0.1281556014733627
2,Brook Lopez,31:31,2,12,.167,2,7,.286,0,0,,1,2,3,2,1,0,0,1,6,-7,202301120MIAMIL,31,31,31.516666666666666,0.13131944444444446,0.058823529411764705,0.19037546271813854,-0.7776300869833818,13.394583333333335,0.8621607536685828,7.394583333333335,189.1,0.06370721408678466
3,Pat Connaughton,31:12,3,10,.300,2,8,.250,1,3,.333,0,4,4,1,1,0,1,1,9,-14,202301120MIAMIL,31,12,31.2,0.13,0.08823529411764706,0.2884615384615385,-0.4215726083845552,13.26,0.8384544521928906,4.26,280.8,0.09460066480999013
4,MarJon Beauchamp,18:01,0,3,.000,0,2,.000,0,0,,1,1,2,0,1,0,2,1,0,-5,202301120MIAMIL,18,1,18.016666666666666,0.07506944444444445,0.0,0.0,-1.4687027670632191,7.657083333333334,-0.14847630924249125,7.657083333333334,0.0,0.0
6,Jevon Carter,30:32,6,16,.375,6,14,.429,0,0,,0,4,4,3,3,0,0,1,18,-7,202301120MIAMIL,30,32,30.533333333333335,0.12722222222222224,0.17647058823529413,0.5895196506550218,0.6712837580966701,12.976666666666668,0.7885464490861713,-5.023333333333332,549.6,0.18515856616656187
7,Jordan Nwora,27:46,6,12,.500,4,8,.500,0,0,,0,5,5,1,0,0,1,0,16,+2,202301120MIAMIL,27,46,27.766666666666666,0.11569444444444446,0.1568627450980392,0.5762304921968787,0.6230434322660684,11.800833333333335,0.5814282361932845,-4.199166666666665,444.26666666666665,0.14967208696433384
8,A.J. Green,19:14,5,10,.500,5,10,.500,0,0,,1,2,3,0,0,0,0,1,15,-1,202301120MIAMIL,19,14,19.233333333333334,0.0801388888888889,0.14705882352941177,0.779896013864818,1.362359707007345,8.174166666666668,-0.05739420357272771,-6.825833333333332,288.5,0.09719477135926692
9,Sandro Mamukelashvili,16:36,1,2,.500,0,1,.000,0,0,,1,4,5,1,1,0,1,0,2,+8,202301120MIAMIL,16,36,16.6,0.06916666666666668,0.0196078431372549,0.12048192771084336,-1.031347198779761,7.0550000000000015,-0.2545308158442705,5.0550000000000015,33.2,0.011184978887790856
10,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301120MIAMIL,0,0,0.0,0.0,0.0,,,0.0,-1.4972400932015915,0.0,0.0,0.0
11,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301120MIAMIL,0,0,0.0,0.0,0.0,,,0.0,-1.4972400932015915,0.0,0.0,0.0
12,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301120MIAMIL,0,0,0.0,0.0,0.0,,,0.0,-1.4972400932015915,0.0,0.0,0.0
0,Jrue Holiday,35:06,5,14,.357,1,7,.143,1,4,.250,1,2,3,10,1,0,5,1,12,-9,202301140MIAMIL,35,6,35.1,0.14625000000000002,0.12631578947368421,0.3418803418803419,-0.10838472343329066,13.893750000000002,1.345068660552443,1.8937500000000025,421.20000000000005,0.16368087669529402
1,Brook Lopez,33:23,5,10,.500,3,5,.600,0,0,,1,3,4,1,0,2,2,4,13,-13,202301140MIAMIL,33,23,33.38333333333333,0.13909722222222223,0.1368421052631579,0.38941587618572143,0.10764235526017134,13.214236111111113,1.216482807428827,0.21423611111111285,433.98333333333335,0.16864855762380343
2,Pat Connaughton,30:34,5,12,.417,4,10,.400,0,0,,0,8,8,1,1,0,0,2,14,-10,202301140MIAMIL,30,34,30.566666666666666,0.12736111111111112,0.14736842105263157,0.4580152671755725,0.4193949473418183,12.099305555555556,1.005502135798816,-1.9006944444444436,427.93333333333334,0.1662974909001412
3,Bobby Portis,27:24,4,10,.400,1,2,.500,6,6,1.000,2,5,7,2,3,0,2,0,15,-23,202301140MIAMIL,27,24,27.4,0.11416666666666668,0.15789473684210525,0.5474452554744526,0.825812996536044,10.845833333333335,0.7683049310076802,-4.154166666666665,411.0,0.1597170947810205
4,Grayson Allen,26:54,4,9,.444,3,6,.500,1,2,.500,1,2,3,5,0,0,0,3,12,-16,202301140MIAMIL,26,54,26.9,0.11208333333333334,0.12631578947368421,0.446096654275093,0.36523034890840134,10.647916666666667,0.7308527407775005,-1.3520833333333329,322.79999999999995,0.1254420394046555
6,Joe Ingles,25:14,2,5,.400,1,2,.500,0,0,,1,3,4,4,2,0,1,1,5,+1,202301140MIAMIL,25,14,25.233333333333334,0.1051388888888889,0.05263157894736842,0.19815059445178335,-0.7615701332968081,9.988194444444446,0.6060121066769026,4.988194444444446,126.16666666666667,0.04902913250171635
7,Jevon Carter,24:15,4,9,.444,2,4,.500,0,0,,0,0,0,3,0,0,0,0,10,-11,202301140MIAMIL,24,15,24.25,0.10104166666666668,0.10526315789473684,0.41237113402061853,0.21196341450966896,9.598958333333336,0.5323561325575501,-0.4010416666666643,242.5,0.09423697198150235
8,A.J. Green,16:52,3,7,.429,3,6,.500,0,0,,0,1,1,0,0,0,0,0,9,-5,202301140MIAMIL,16,52,16.866666666666667,0.07027777777777779,0.09473684210526316,0.5335968379446641,0.7628783261425531,6.67638888888889,-0.02068787650809923,-2.32361111111111,151.8,0.058990401430070345
9,MarJon Beauchamp,10:23,0,4,.000,0,3,.000,0,0,,1,0,1,0,0,0,0,0,0,+4,202301140MIAMIL,10,23,10.383333333333333,0.04326388888888889,0.0,0.0,-1.6620731924566454,4.110069444444445,-0.5063179431594255,4.110069444444445,0.0,0.0
10,Sandro Mamukelashvili,7:11,2,4,.500,1,3,.333,0,0,,0,0,0,0,0,0,0,2,5,-1,202301140MIAMIL,7,11,7.183333333333334,0.02993055555555556,0.05263157894736842,0.6960556844547564,1.5011788529447323,2.8434027777777784,-0.7460119606325736,-2.1565972222222216,35.91666666666667,0.0139574346817964
11,Thanasis Antetokounmpo,2:44,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3,202301140MIAMIL,2,44,2.7333333333333334,0.011388888888888891,0.0,0.0,-1.6620731924566454,1.0819444444444446,-1.0793364536811703,1.0819444444444446,0.0,0.0
12,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301140MIAMIL,0,0,0.0,0.0,0.0,,,0.0,-1.284075093606151,0.0,0.0,0.0
13,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301140MIAMIL,0,0,0.0,0.0,0.0,,,0.0,-1.284075093606151,0.0,0.0,0.0
14,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301140MIAMIL,0,0,0.0,0.0,0.0,,,0.0,-1.284075093606151,0.0,0.0,0.0
0,Jrue Holiday,37:14,13,19,.684,5,8,.625,4,4,1.000,1,3,4,11,2,0,2,3,35,+18,202301160MILMIL,37,14,37.233333333333334,0.15513888888888888,0.26515151515151514,0.9400179051029544,1.9654021387374792,20.47833333333333,1.3262831364470882,-14.521666666666668,1303.1666666666667,0.3222735141373341
1,Bobby Portis,33:49,7,16,.438,3,6,.500,4,4,1.000,2,9,11,4,0,0,3,2,21,+16,202301160MILMIL,33,49,33.81666666666667,0.1409027777777778,0.1590909090909091,0.6209955643173977,0.5846212047740527,18.59916666666667,1.0848854750189032,-2.400833333333331,710.1500000000001,0.17562031159838434
2,Brook Lopez,33:37,8,11,.727,3,5,.600,0,0,,2,4,6,1,0,1,2,1,19,+12,202301160MILMIL,33,37,33.61666666666667,0.14006944444444444,0.14393939393939395,0.5651958353991076,0.3431108402617037,18.489166666666666,1.0707548802035944,-0.5108333333333341,638.7166666666667,0.15795482647761933
3,Grayson Allen,31:50,6,13,.462,3,7,.429,2,2,1.000,1,4,5,4,2,0,2,1,17,+17,202301160MILMIL,31,50,31.833333333333332,0.1326388888888889,0.12878787878787878,0.5340314136125655,0.20822611928920948,17.508333333333333,0.9447570764337613,0.5083333333333329,541.1666666666666,0.13383068172450746
4,Pat Connaughton,28:28,3,7,.429,2,5,.400,0,0,,1,7,8,1,1,0,1,1,8,+6,202301160MILMIL,28,28,28.466666666666665,0.1186111111111111,0.06060606060606061,0.28103044496487123,-0.886803504413027,15.656666666666665,0.7068920637094028,7.6566666666666645,227.73333333333332,0.05631852279284478
6,Jordan Nwora,23:15,4,9,.444,4,4,1.000,2,3,.667,2,4,6,2,0,0,2,1,14,+5,202301160MILMIL,23,15,23.25,0.096875,0.10606060606060606,0.6021505376344086,0.5030568432317548,12.7875,0.338319048943442,-1.2125000000000004,325.5,0.08049624927870745
7,George Hill,22:28,4,6,.667,1,3,.333,0,0,,0,0,0,6,3,0,0,2,9,+2,202301160MILMIL,22,28,22.466666666666665,0.0936111111111111,0.06818181818181818,0.40059347181008903,-0.3693151446062573,12.356666666666666,0.28297421925015065,3.3566666666666656,202.2,0.050004121671750064
8,A.J. Green,11:54,2,7,.286,2,6,.333,0,0,,0,0,0,1,1,0,0,2,6,-8,202301160MILMIL,11,54,11.9,0.04958333333333333,0.045454545454545456,0.5042016806722689,0.07911815021168142,6.545,-0.4635922068253102,0.5449999999999999,71.4,0.01765724177726486
9,Jevon Carter,11:12,0,2,.000,0,2,.000,1,2,.500,0,0,0,1,0,0,1,1,1,-7,202301160MILMIL,11,12,11.2,0.04666666666666666,0.007575757575757576,0.08928571428571429,-1.716706098876463,6.159999999999999,-0.5130492886788898,5.159999999999999,11.2,0.0027697634160415464
10,Wesley Matthews,6:13,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,2,+4,202301160MILMIL,6,13,6.216666666666667,0.025902777777777778,0.015151515151515152,0.32171581769436997,-0.7107105486101313,3.419166666666667,-0.8651366094936574,1.419166666666667,12.433333333333334,0.0030747671255461216
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301160MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3043625983361606,0.0,0.0,0.0
12,MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301160MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3043625983361606,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301160MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3043625983361606,0.0,0.0,0.0
0,Jrue Holiday,35:20,16,26,.615,5,10,.500,0,0,,1,5,6,7,2,1,2,4,37,+22,202301170MILMIL,35,20,35.333333333333336,0.14722222222222223,0.2846153846153846,1.0471698113207546,1.9039240196452452,19.13888888888889,1.2335551494318262,-17.86111111111111,1307.3333333333335,0.3203960428392873
1,Bobby Portis,34:36,5,12,.417,0,4,.000,2,2,1.000,2,10,12,1,0,0,3,2,12,+11,202301170MILMIL,34,36,34.6,0.14416666666666667,0.09230769230769231,0.3468208092485549,-0.2697615763274259,18.741666666666667,1.1838254392191296,6.741666666666667,415.20000000000005,0.101755561183227
2,Grayson Allen,32:56,8,13,.615,4,5,.800,5,5,1.000,0,5,5,1,1,0,1,2,25,+9,202301170MILMIL,32,56,32.93333333333333,0.13722222222222222,0.19230769230769232,0.7591093117408908,1.009865547579498,17.83888888888889,1.0708033705539097,-7.161111111111111,823.3333333333333,0.20177925186461995
3,Pat Connaughton,30:25,3,9,.333,3,6,.500,1,2,.500,3,5,8,3,1,0,1,0,10,+10,202301170MILMIL,30,25,30.416666666666668,0.1267361111111111,0.07692307692307693,0.3287671232876712,-0.3257951210476643,16.475694444444443,0.900140046869428,6.475694444444443,304.1666666666667,0.07454395438318451
4,Brook Lopez,29:22,7,12,.583,3,5,.600,2,2,1.000,0,1,1,1,0,2,1,3,19,+9,202301170MILMIL,29,22,29.366666666666667,0.12236111111111111,0.14615384615384616,0.6469920544835415,0.6618852314240128,15.906944444444445,0.8289361436103398,-3.093055555555555,557.9666666666667,0.1367442468405617
6,Joe Ingles,31:15,4,5,.800,2,3,.667,5,6,.833,0,6,6,8,0,1,0,2,15,+4,202301170MILMIL,31,15,31.25,0.13020833333333334,0.11538461538461539,0.48,0.14358903567197426,16.927083333333336,0.9566510812020382,1.9270833333333357,468.75,0.11487938175490763
7,Jordan Nwora,19:21,1,5,.200,1,3,.333,4,4,1.000,0,3,3,0,1,1,1,4,7,-5,202301170MILMIL,19,21,19.35,0.080625,0.05384615384615385,0.3617571059431524,-0.2234035278599366,10.481250000000001,0.14967351093236952,3.481250000000001,135.45000000000002,0.03319554615189811
8,George Hill,13:38,2,4,.500,1,3,.333,0,0,,0,0,0,1,0,0,0,1,5,-13,202301170MILMIL,13,38,13.633333333333333,0.056805555555555554,0.038461538461538464,0.36674816625916873,-0.20791268560064108,7.384722222222222,-0.23799218458933416,2.384722222222222,68.16666666666666,0.016706014982313677
9,Jevon Carter,7:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-6,202301170MILMIL,7,5,7.083333333333333,0.029513888888888888,0.0,0.0,-1.3461954617425307,3.8368055555555554,-0.6821689144436475,3.8368055555555554,0.0,0.0
10,A.J. Green,6:02,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,0,0,-1,202301170MILMIL,6,2,6.033333333333333,0.025138888888888888,0.0,0.0,-1.3461954617425307,3.2680555555555553,-0.7533728177027359,3.2680555555555553,0.0,0.0
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301170MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1625127062708311,0.0,0.0,0.0
12,MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301170MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1625127062708311,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301170MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1625127062708311,0.0,0.0,0.0
14,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301170MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1625127062708311,0.0,0.0,0.0
0,Jrue Holiday,37:04,12,27,.444,1,5,.200,3,3,1.000,1,3,4,10,1,1,6,1,28,-6,202301210CLEMIL,37,4,37.06666666666667,0.15444444444444447,0.27450980392156865,0.7553956834532374,1.715986710576015,15.753333333333336,1.342996150401656,-12.246666666666664,1037.8666666666668,0.3218706872935716
1,Pat Connaughton,35:30,5,11,.455,3,8,.375,2,3,.667,2,5,7,4,0,0,1,0,15,+1,202301210CLEMIL,35,30,35.5,0.14791666666666667,0.14705882352941177,0.4225352112676056,0.3135536062711111,15.0875,1.2373924856114682,0.08750000000000036,532.5,0.165142736045568
2,Brook Lopez,34:26,5,14,.357,0,6,.000,0,0,,0,5,5,0,0,4,3,4,10,+4,202301210CLEMIL,34,26,34.43333333333333,0.1434722222222222,0.09803921568627451,0.29041626331074544,-0.24310001229764724,14.634166666666664,1.1654921180947442,4.634166666666664,344.3333333333333,0.10678713385606996
3,Bobby Portis,30:57,9,16,.563,5,8,.625,0,0,,2,9,11,1,0,0,1,2,23,-15,202301210CLEMIL,30,57,30.95,0.12895833333333334,0.22549019607843138,0.7431340872374799,1.664325219105775,13.15375,0.9306924804229448,-9.84625,711.85,0.2207640500545307
4,Grayson Allen,27:56,2,4,.500,1,3,.333,3,3,1.000,1,2,3,1,0,1,3,4,8,-13,202301210CLEMIL,27,56,27.933333333333334,0.11638888888888889,0.0784313725490196,0.2863961813842482,-0.26003772778761797,11.871666666666666,0.7273492535397112,3.871666666666666,223.46666666666667,0.06930309248510097
6,Joe Ingles,28:15,3,4,.750,2,2,1.000,0,0,,0,3,3,2,0,0,0,3,8,-8,202301210CLEMIL,28,15,28.25,0.11770833333333333,0.0784313725490196,0.2831858407079646,-0.27356377974252194,12.00625,0.7486946751462384,4.00625,226.0,0.07008874806816595
7,George Hill,17:44,1,3,.333,1,3,.333,2,2,1.000,1,0,1,2,1,0,0,1,5,-14,202301210CLEMIL,17,44,17.733333333333334,0.07388888888888889,0.049019607843137254,0.2819548872180451,-0.27875012678092903,7.536666666666667,0.03980198916104355,2.536666666666667,88.66666666666667,0.02749794540727455
8,Jevon Carter,12:09,1,3,.333,0,1,.000,0,0,,0,0,0,3,0,0,0,1,2,+6,202301210CLEMIL,12,9,12.15,0.050625,0.0196078431372549,0.1646090534979424,-0.7731605347838127,5.16375,-0.33655149705930565,3.1637500000000003,24.3,0.007536091053347047
9,Jordan Nwora,11:50,1,2,.500,1,2,.500,0,0,,0,2,2,1,1,0,0,1,3,-6,202301210CLEMIL,11,50,11.833333333333334,0.04930555555555556,0.029411764705882353,0.2535211267605634,-0.3985494129010592,5.029166666666667,-0.35789691866583295,2.029166666666667,35.5,0.011009515736371201
10,A.J. Green,4:09,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-9,202301210CLEMIL,4,9,4.15,0.017291666666666667,0.0,0.0,-1.4667039416593148,1.76375,-0.8758042534347315,1.76375,0.0,0.0
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301210CLEMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1555416208044835,0.0,0.0,0.0
12,MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301210CLEMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1555416208044835,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301210CLEMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1555416208044835,0.0,0.0,0.0
14,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301210CLEMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1555416208044835,0.0,0.0,0.0
0,Jrue Holiday,29:41,7,12,.583,1,5,.200,1,1,1.000,0,4,4,7,2,0,0,3,16,+24,202301230DETMIL,29,41,29.683333333333334,0.12368055555555556,0.10666666666666667,0.5390230207748455,-0.17961289945945916,18.552083333333332,1.4544433398355137,2.552083333333332,474.93333333333334,0.14814044645920627
1,Giannis Antetokounmpo,26:31,8,15,.533,2,4,.500,11,17,.647,1,11,12,4,0,0,4,1,29,+26,202301230DETMIL,26,31,26.516666666666666,0.1104861111111111,0.19333333333333333,1.09365179132621,1.4120631554733902,16.572916666666664,1.1178486570477573,-12.427083333333336,768.9833333333333,0.23986005261023716
2,Pat Connaughton,25:39,2,3,.667,2,3,.667,0,0,,1,1,2,1,0,0,0,1,6,+39,202301230DETMIL,25,39,25.65,0.106875,0.04,0.23391812865497078,-1.0552042441841567,16.03125,1.025728007021635,10.03125,153.89999999999998,0.04800424209026918
3,Brook Lopez,24:02,8,12,.667,2,6,.333,3,4,.750,1,3,4,1,0,2,0,1,21,+15,202301230DETMIL,24,2,24.033333333333335,0.1001388888888889,0.14,0.8737864077669902,0.7810925226806811,15.020833333333336,0.8538875637036757,-5.979166666666664,504.70000000000005,0.1574252175630855
4,Grayson Allen,23:28,3,6,.500,1,4,.250,2,2,1.000,1,2,3,5,3,1,1,1,9,+26,202301230DETMIL,23,28,23.466666666666665,0.09777777777777777,0.06,0.3835227272727273,-0.6258683172162812,14.666666666666666,0.7936548309942872,5.666666666666666,211.2,0.0658771665332349
6,Bobby Portis,23:05,8,12,.667,2,3,.667,0,0,,3,7,10,3,1,0,0,2,18,+16,202301230DETMIL,23,5,23.083333333333332,0.09618055555555555,0.12,0.7797833935018051,0.5113222640107884,14.427083333333332,0.7529091588673483,-3.572916666666668,415.5,0.12960209609166243
7,Joe Ingles,18:59,2,4,.500,2,4,.500,0,0,,1,2,3,3,2,1,0,2,6,0,202301230DETMIL,18,59,18.983333333333334,0.07909722222222222,0.04,0.3160667251975417,-0.8194538449880145,11.864583333333334,0.3171076222053065,5.864583333333334,113.9,0.03552750600442924
8,Jevon Carter,15:43,6,8,.750,6,8,.750,0,0,,0,3,3,3,3,1,2,4,18,+2,202301230DETMIL,15,43,15.716666666666667,0.0654861111111111,0.12,1.1452810180275717,1.560228934528746,9.822916666666666,-0.030116366354694668,-8.177083333333334,282.9,0.088241715967103
9,Khris Middleton,15:19,3,7,.429,2,4,.500,0,0,,2,0,2,4,0,0,6,3,8,-1,202301230DETMIL,15,19,15.316666666666666,0.06381944444444444,0.05333333333333334,0.5223068552774756,-0.22758502381573506,9.572916666666666,-0.07263358944367439,1.572916666666666,122.53333333333333,0.03822040154295636
10,Jordan Nwora,13:33,2,6,.333,0,4,.000,0,0,,2,2,4,4,0,1,1,3,4,-3,202301230DETMIL,13,33,13.55,0.05645833333333334,0.02666666666666667,0.2952029520295203,-0.8793287918539646,8.468750000000002,-0.26041799142000105,4.468750000000002,54.2,0.016905977396313124
11,MarJon Beauchamp,7:33,3,6,.500,1,2,.500,0,0,,0,0,0,1,0,0,1,1,7,-11,202301230DETMIL,7,33,7.55,0.03145833333333333,0.04666666666666667,0.9271523178807948,0.9342422433368961,4.71875,-0.8981763377546971,-2.28125,52.85,0.016484887553416025
12,Wesley Matthews,6:53,2,2,1.000,2,2,1.000,0,0,,0,0,0,1,0,0,1,2,6,-9,202301230DETMIL,6,53,6.883333333333333,0.028680555555555553,0.04,0.8716707021791769,0.7750208615945414,4.302083333333333,-0.9690383762363299,-1.697916666666667,41.3,0.01288223000862974
13,A.J. Green,5:02,0,3,.000,0,3,.000,0,0,,0,1,1,0,0,0,2,1,0,-13,202301230DETMIL,5,2,5.033333333333333,0.020972222222222222,0.0,0.0,-1.726503505895171,3.1458333333333335,-1.165680533022861,3.1458333333333335,0.0,0.0
14,Thanasis Antetokounmpo,4:32,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,2,2,-11,202301230DETMIL,4,32,4.533333333333333,0.01888888888888889,0.013333333333333334,0.4411764705882353,-0.4604133542122652,2.8333333333333335,-1.2188270618840855,0.8333333333333335,9.066666666666666,0.002828060179457054
15,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301230DETMIL,0,0,0.0,0.0,0.0,,,0.0,-1.700688923559189,0.0,0.0,0.0
0,Pat Connaughton,38:05,7,8,.875,5,6,.833,0,0,,1,11,12,2,2,0,1,2,19,+5,202301250MILMIL,38,5,38.083333333333336,0.15868055555555557,0.17757009345794392,0.49890590809628005,0.2061462774408694,16.978819444444447,1.3841241513749012,-2.021180555555553,723.5833333333334,0.22801516774857672
1,Jrue Holiday,35:34,9,20,.450,2,4,.500,0,0,,2,3,5,3,0,2,5,1,20,-3,202301250MILMIL,35,34,35.56666666666667,0.14819444444444446,0.18691588785046728,0.5623242736644798,0.3980206403674873,15.856805555555557,1.2065981331358333,-4.143194444444443,711.3333333333334,0.22415495472784186
2,Brook Lopez,32:00,2,11,.182,0,3,.000,1,1,1.000,1,3,4,2,0,4,1,3,5,+14,202301250MILMIL,32,0,32.0,0.13333333333333333,0.04672897196261682,0.15625,-0.8305705076726105,14.266666666666666,0.9550049682142404,9.266666666666666,160.0,0.05041910884225121
3,Giannis Antetokounmpo,30:48,9,15,.600,0,0,,15,22,.682,3,11,14,4,3,0,9,4,33,+10,202301250MILMIL,30,48,30.8,0.12833333333333333,0.308411214953271,1.0714285714285714,1.9383325345874567,13.731666666666666,0.870356800577069,-19.268333333333334,1016.4,0.3202873889204008
4,Grayson Allen,28:02,2,6,.333,2,6,.333,1,2,.500,0,5,5,1,3,0,0,1,7,-5,202301250MILMIL,28,2,28.033333333333335,0.11680555555555557,0.06542056074766354,0.2497027348394768,-0.5478261669691015,12.498194444444445,0.675195747413591,5.4981944444444455,196.23333333333335,0.06183693619881936
6,Joe Ingles,27:10,2,4,.500,1,3,.333,0,0,,0,2,2,1,2,0,3,1,5,+6,202301250MILMIL,27,10,27.166666666666668,0.11319444444444444,0.04672897196261682,0.18404907975460122,-0.7464634722725217,12.111805555555556,0.6140609596756338,7.111805555555556,135.83333333333334,0.042803722610869524
7,Wesley Matthews,15:22,1,3,.333,1,3,.333,0,0,,0,3,3,0,0,1,0,1,3,+6,202301250MILMIL,15,22,15.366666666666667,0.06402777777777778,0.028037383177570093,0.19522776572668113,-0.7126419880694491,6.8509722222222225,-0.21831268875655097,3.8509722222222225,46.1,0.014527005735173631
8,Khris Middleton,14:55,3,8,.375,2,4,.500,2,2,1.000,0,2,2,3,1,0,1,2,10,+8,202301250MILMIL,14,55,14.916666666666666,0.06215277777777777,0.09345794392523364,0.670391061452514,0.7249802817044516,6.650347222222222,-0.25005575162049026,-3.349652777777778,149.16666666666666,0.04700531501439045
9,Jevon Carter,11:07,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,2,0,0,+3,202301250MILMIL,11,7,11.116666666666667,0.04631944444444445,0.0,0.0,-1.30331005147311,4.956180555555556,-0.5181082824715327,4.956180555555556,0.0,0.0
10,Jordan Nwora,6:57,2,2,1.000,0,0,,1,1,1.000,0,1,1,0,0,0,0,0,5,-4,202301250MILMIL,6,57,6.95,0.028958333333333332,0.04672897196261682,0.7194244604316546,0.8733324523565271,3.0985416666666667,-0.8120255312117111,-1.9014583333333333,34.75,0.010950400201676435
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301250MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3022795021103284,0.0,0.0,0.0
12,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301250MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3022795021103284,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202301250MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3022795021103284,0.0,0.0,0.0
0,Jrue Holiday,35:26,7,16,.438,1,5,.200,5,6,.833,3,6,9,9,1,0,6,0,20,-5,202301270INDMIL,35,26,35.43333333333333,0.1476388888888889,0.14184397163120568,0.5644402634054563,-0.0329638668857958,20.817083333333336,1.342640494602332,0.8170833333333363,708.6666666666666,0.18037508855432674
1,Giannis Antetokounmpo,33:44,16,29,.552,2,7,.286,7,18,.389,5,7,12,6,1,1,2,3,41,+2,202301270INDMIL,33,44,33.733333333333334,0.14055555555555557,0.2907801418439716,1.2154150197628457,1.51931193216974,19.818333333333335,1.217849383804875,-21.181666666666665,1383.0666666666666,0.3520283713215487
