,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GAMEID,MIN,SEC,TT,TTSHARE,PTSSHARE,PPM,PPM_ZSCORE,EPTS,EPTS_ZSCORE,EPTS_DIFF,PTSCAP,PTSCAP_SHARE
1,Grayson Allen,31:54,8,10,.800,7,8,.875,2,4,.500,0,2,2,5,2,1,0,2,25,+20,202211270MILMIL,31,54,31.9,0.13291666666666668,0.20161290322580644,0.7836990595611285,1.4126242835613256,16.48166666666667,1.1703641555840993,-8.51833333333333,797.5,0.222571597352398
2,Jevon Carter,30:47,6,11,.545,2,5,.400,0,0,,0,3,3,6,1,0,2,1,14,+20,202211270MILMIL,30,47,30.783333333333335,0.1282638888888889,0.11290322580645161,0.4547915538711424,0.38757263447224766,15.904722222222224,1.0818032022170547,1.9047222222222242,430.9666666666667,0.12027704000707018
3,Giannis Antetokounmpo,29:24,11,19,.579,0,2,.000,8,10,.800,3,8,11,4,1,0,3,5,30,+16,202211270MILMIL,29,24,29.4,0.12250000000000001,0.24193548387096775,1.0204081632653061,2.150336415114401,15.190000000000001,0.97209336446385,-14.809999999999999,882.0,0.24615441863926651
4,Brook Lopez,23:25,5,7,.714,2,3,.667,1,1,1.000,0,4,4,2,1,4,2,5,13,-1,202211270MILMIL,23,25,23.416666666666668,0.09756944444444446,0.10483870967741936,0.5551601423487544,0.7003748215791976,12.098611111111113,0.4975652710493873,-0.9013888888888868,304.4166666666667,0.08495862540525706
6,Bobby Portis,31:38,7,12,.583,1,5,.200,0,0,,1,9,10,1,0,0,0,3,15,+10,202211270MILMIL,31,38,31.633333333333333,0.13180555555555556,0.12096774193548387,0.47418335089567965,0.4480078424712355,16.34388888888889,1.1492152711979393,1.3438888888888911,474.5,0.13242661184164622
7,George Hill,15:22,2,2,1.000,1,1,1.000,0,0,,0,2,2,2,0,0,1,2,5,0,202211270MILMIL,15,22,15.366666666666667,0.06402777777777778,0.04032258064516129,0.32537960954446854,-0.015744178458481875,7.939444444444445,-0.1408666763578151,2.9394444444444447,76.83333333333334,0.02144315702809937
8,Jordan Nwora,11:02,1,3,.333,1,2,.500,0,0,,2,1,3,2,0,0,0,0,3,-7,202211270MILMIL,11,2,11.033333333333333,0.04597222222222223,0.024193548387096774,0.2719033232628399,-0.18240487939064673,5.700555555555556,-0.4845360476329136,2.700555555555556,33.1,0.009237767865033698
9,Pat Connaughton,10:52,1,3,.333,1,3,.333,0,0,,0,1,1,0,0,0,0,0,3,-9,202211270MILMIL,10,52,10.866666666666667,0.045277777777777785,0.024193548387096774,0.2760736196319018,-0.16940800611671689,5.6144444444444455,-0.4977541003742634,2.6144444444444455,32.6,0.009098224543809624
10,Wesley Matthews,8:53,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,2,0,+1,202211270MILMIL,8,53,8.883333333333333,0.03701388888888889,0.0,0.0,-1.0298010168508824,4.589722222222222,-0.6550489279963279,4.589722222222222,0.0,0.0
11,Sandro Mamukelashvili,7:12,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-9,202211270MILMIL,7,12,7.2,0.030000000000000006,0.0,0.0,-1.0298010168508824,3.7200000000000006,-0.7885512606839621,3.7200000000000006,0.0,0.0
12,MarJon Beauchamp,1:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-5,202211270MILMIL,1,58,1.9666666666666668,0.008194444444444445,0.0,0.0,-1.0298010168508824,1.0161111111111112,-1.2035981167623504,1.0161111111111112,0.0,0.0
13,A.J. Green,1:58,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-5,202211270MILMIL,1,58,1.9666666666666668,0.008194444444444445,0.0,0.0,-1.0298010168508824,1.0161111111111112,-1.2035981167623504,1.0161111111111112,0.0,0.0
14,Thanasis Antetokounmpo,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,202211270MILMIL,1,8,1.1333333333333333,0.004722222222222222,0.0,0.0,-1.0298010168508824,0.5855555555555556,-1.2696883804691002,0.5855555555555556,0.0,0.0
0,Giannis Antetokounmpo,36:37,13,25,.520,2,8,.250,9,12,.750,4,9,13,7,0,1,3,6,37,-5,202211300NYKMIL,36,37,36.61666666666667,0.15256944444444445,0.3394495412844037,1.0104688211197086,2.1506034619671324,16.630069444444445,1.1438374855761955,-20.369930555555555,1354.8166666666666,0.3962359799759204
1,Jrue Holiday,34:26,9,19,.474,2,5,.400,2,2,1.000,2,4,6,5,2,2,1,5,22,+10,202211300NYKMIL,34,26,34.43333333333333,0.14347222222222222,0.2018348623853211,0.63891577928364,0.8788395478949984,15.638472222222223,0.9935438941915601,-6.361527777777777,757.5333333333333,0.22155171993585274
2,Brook Lopez,34:17,2,8,.250,1,5,.200,4,4,1.000,0,6,6,1,0,2,0,1,9,+1,202211300NYKMIL,34,17,34.28333333333333,0.14284722222222224,0.08256880733944955,0.262518230432669,-0.4095063033685969,15.570347222222225,0.9832183802796388,6.570347222222225,308.54999999999995,0.09023996724395937
3,Jevon Carter,31:52,1,2,.500,1,1,1.000,0,0,,1,2,3,2,0,1,0,1,3,-10,202211300NYKMIL,31,52,31.866666666666667,0.1327777777777778,0.027522935779816515,0.09414225941422594,-0.9858290886160089,14.47277777777778,0.8168628783653477,11.47277777777778,95.6,0.02795962038088646
4,Grayson Allen,30:24,4,9,.444,1,4,.250,2,2,1.000,0,5,5,4,1,0,1,2,11,-4,202211300NYKMIL,30,24,30.4,0.12666666666666668,0.10091743119266056,0.3618421052631579,-0.06953729331547803,13.806666666666668,0.7159022978932259,2.8066666666666684,334.4,0.09780017840343548
6,Bobby Portis,25:22,4,10,.400,1,2,.500,1,2,.500,5,7,12,3,0,0,0,0,10,+9,202211300NYKMIL,25,22,25.366666666666667,0.10569444444444447,0.09174311926605505,0.39421813403416556,0.04128043776393864,11.520694444444446,0.3694239421820814,1.5206944444444463,253.66666666666669,0.07418853246113877
7,Pat Connaughton,23:42,4,13,.308,2,8,.250,0,0,,1,3,4,0,0,0,0,0,10,+20,202211300NYKMIL,23,42,23.7,0.09875,0.09174311926605505,0.4219409282700422,0.13617092535679867,10.76375,0.2546960098273975,0.7637499999999999,237.0,0.06931412165554489
8,Wesley Matthews,12:57,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,0,2,-2,202211300NYKMIL,12,57,12.95,0.05395833333333334,0.01834862385321101,0.15444015444015444,-0.779439479720493,5.881458333333334,-0.4852991538603117,3.8814583333333337,25.9,0.007574834391892879
9,George Hill,10:21,2,3,.667,0,1,.000,1,2,.500,1,1,2,1,0,0,0,0,5,+11,202211300NYKMIL,10,21,10.35,0.043125000000000004,0.045871559633027525,0.48309178743961356,0.34548008784423767,4.7006250000000005,-0.6642747283336181,-0.2993749999999995,51.75,0.015135045551368978
10,A.J. Green,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,202211300NYKMIL,0,2,0.03333333333333333,0.00013888888888888892,0.0,0.0,-1.3080622958065298,0.015138888888888893,-1.3744406296091098,0.015138888888888893,0.0,0.0
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202211300NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3767351882562033,0.0,0.0,0.0
12,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202211300NYKMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3767351882562033,0.0,0.0,0.0
0,Jrue Holiday,39:20,11,20,.550,6,12,.500,0,0,,0,6,6,9,1,0,2,2,28,-3,202212020MILMIL,39,20,39.333333333333336,0.1638888888888889,0.21705426356589147,0.711864406779661,0.7453382923066693,21.141666666666666,1.5259622357221494,-6.858333333333334,1101.3333333333335,0.2709295984846311
1,Giannis Antetokounmpo,35:06,16,23,.696,0,3,.000,8,11,.727,3,4,7,5,0,1,3,2,40,+2,202212020MILMIL,35,6,35.1,0.14625000000000002,0.31007751937984496,1.1396011396011396,1.8820169973425147,18.86625,1.2164581016708882,-21.13375,1404.0,0.3453860377776229
2,Brook Lopez,31:42,4,7,.571,3,5,.600,2,2,1.000,2,5,7,1,0,3,1,1,13,-6,202212020MILMIL,31,42,31.7,0.13208333333333333,0.10077519379844961,0.41009463722397477,-0.05659253232672661,17.03875,0.9678799782596386,4.03875,412.09999999999997,0.10137719812546893
3,Grayson Allen,28:03,3,6,.500,2,4,.500,0,0,,0,5,5,1,0,0,1,2,8,+1,202212020MILMIL,28,3,28.05,0.116875,0.06201550387596899,0.28520499108734404,-0.3884775222048789,15.076875000000001,0.7010240516563857,7.076875000000001,224.4,0.0552027256960816
4,Khris Middleton,26:34,6,11,.545,3,4,.750,2,2,1.000,0,2,2,7,0,0,0,3,17,+3,202212020MILMIL,26,34,26.566666666666666,0.11069444444444444,0.13178294573643412,0.6398996235884568,0.5540972080388282,14.279583333333333,0.5925757527171639,-2.720416666666667,451.6333333333333,0.11110245550448747
6,Bobby Portis,21:31,7,13,.538,1,4,.250,0,0,,4,6,10,2,0,0,0,2,15,-1,202212020MILMIL,21,31,21.516666666666666,0.08965277777777778,0.11627906976744186,0.69713400464756,0.7061933390319595,11.565208333333333,0.22336412823869042,-3.4347916666666674,322.75,0.0793969684421138
7,Jevon Carter,20:17,0,2,.000,0,2,.000,0,0,,0,1,1,0,1,1,2,2,0,-3,202212020MILMIL,20,17,20.283333333333335,0.0845138888888889,0.0,0.0,-1.1463886742363911,10.902291666666668,0.13319363249147284,10.902291666666668,0.0,0.0
8,Pat Connaughton,18:36,3,10,.300,2,7,.286,0,0,,1,1,2,2,0,0,0,1,8,-13,202212020MILMIL,18,36,18.6,0.0775,0.06201550387596899,0.4301075268817204,-0.00340975947919143,9.9975,0.010123090998648197,1.9975000000000005,148.8,0.03660501596959422
9,Wesley Matthews,10:11,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,2,0,+1,202212020MILMIL,10,11,10.183333333333334,0.042430555555555555,0.0,0.0,-1.1463886742363911,5.473541666666667,-0.6052296164654742,5.473541666666667,0.0,0.0
10,George Hill,8:40,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-1,202212020MILMIL,8,40,8.666666666666666,0.03611111111111111,0.0,0.0,-1.1463886742363911,4.658333333333333,-0.7161149558302963,4.658333333333333,0.0,0.0
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3497454664864224,0.0,0.0,0.0
12,A.J. Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3497454664864224,0.0,0.0,0.0
13,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.3497454664864224,0.0,0.0,0.0
0,Brook Lopez,32:09,4,11,.364,3,5,.600,3,3,1.000,1,5,6,3,0,6,3,4,14,+6,202212030CHOMIL,32,9,32.15,0.13395833333333332,0.13333333333333333,0.4354587869362364,0.05932367558226466,14.065624999999999,1.0517400595017241,0.06562499999999893,450.09999999999997,0.16099244695881293
1,Jordan Nwora,31:55,7,11,.636,2,4,.500,1,3,.333,3,1,4,1,1,0,2,1,17,-3,202212030CHOMIL,31,55,31.916666666666668,0.1329861111111111,0.1619047619047619,0.5326370757180157,0.6722287439038102,13.963541666666666,1.0279876076520005,-3.036458333333334,542.5833333333334,0.1940720251330873
2,Bobby Portis,31:01,9,18,.500,1,5,.200,1,1,1.000,0,8,8,7,0,0,3,3,20,+6,202212030CHOMIL,31,1,31.016666666666666,0.1292361111111111,0.19047619047619047,0.6448146157979581,1.3797343372697566,13.569791666666667,0.9363710076602096,-6.430208333333333,620.3333333333333,0.2218817624160193
3,Jevon Carter,27:41,4,10,.400,1,3,.333,5,6,.833,1,4,5,6,2,0,4,1,14,+2,202212030CHOMIL,27,41,27.683333333333334,0.11534722222222223,0.13333333333333333,0.5057194461167971,0.5024588105513487,12.111458333333333,0.5970502669498717,-1.8885416666666668,387.56666666666666,0.13862542996297994
4,Grayson Allen,25:06,3,7,.429,1,4,.250,0,0,,1,4,5,1,0,0,1,1,7,-4,202212030CHOMIL,25,6,25.1,0.10458333333333333,0.06666666666666667,0.2788844621513944,-0.9281931703374049,10.98125,0.33407669289935976,3.9812499999999993,175.70000000000002,0.06284464103679946
6,George Hill,26:00,4,7,.571,0,0,,0,0,,1,1,2,5,1,0,4,2,8,+8,202212030CHOMIL,26,0,26.0,0.10833333333333334,0.0761904761904762,0.3076923076923077,-0.7465016139127093,11.375,0.42569329289115115,3.375,208.0,0.07439775376012685
7,Pat Connaughton,19:34,3,7,.429,1,4,.250,2,2,1.000,1,4,5,0,1,0,1,2,9,+10,202212030CHOMIL,19,34,19.566666666666666,0.08152777777777778,0.08571428571428572,0.4599659284497445,0.21389062085367366,8.560416666666667,-0.22919573667980075,-0.4395833333333332,176.1,0.06298771364018431
8,Thanasis Antetokounmpo,17:52,1,3,.333,0,1,.000,0,0,,0,3,3,0,0,1,2,1,2,+7,202212030CHOMIL,17,52,17.866666666666667,0.07444444444444445,0.01904761904761905,0.11194029850746269,-1.9811127607804528,7.816666666666667,-0.4022493144420729,5.816666666666667,35.733333333333334,0.012781152569047433
9,Sandro Mamukelashvili,14:58,2,6,.333,1,4,.250,1,2,.500,0,6,6,0,0,1,0,1,6,-1,202212030CHOMIL,14,58,14.966666666666667,0.06236111111111111,0.05714285714285714,0.40089086859688194,-0.15869675487717919,6.547916666666667,-0.6974583588600669,0.5479166666666666,89.8,0.03211979945990091
10,A.J. Green,13:44,2,3,.667,2,2,1.000,2,2,1.000,0,3,3,1,0,0,1,1,8,+14,202212030CHOMIL,13,44,13.733333333333333,0.057222222222222216,0.0761904761904762,0.5825242718446603,0.9868681117468918,6.008333333333333,-0.823007032922892,-1.9916666666666671,109.86666666666666,0.039297275063041356
11,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212030CHOMIL,0,0,0.0,0.0,0.0,,,0.0,-2.2210084846494835,0.0,0.0,0.0
0,Jrue Holiday,35:06,5,12,.417,1,6,.167,6,6,1.000,1,7,8,10,2,0,6,3,17,+19,202212050ORLMIL,35,6,35.1,0.1462906362878577,0.1559633027522936,0.4843304843304843,0.06340998955884383,15.945679355376491,1.3257110993178478,-1.054320644623509,596.7,0.20069960647135984
1,Giannis Antetokounmpo,33:12,12,21,.571,2,4,.500,8,11,.727,1,12,13,5,1,2,4,4,34,-4,202212050ORLMIL,33,12,33.2,0.13837176993609335,0.3119266055045872,1.0240963855421685,1.452391910469214,15.082522923034174,1.1589611191903362,-18.917477076965824,1128.8000000000002,0.3796710504187549
2,Bobby Portis,27:21,8,12,.667,1,2,.500,1,2,.500,2,8,10,1,0,1,2,4,18,+5,202212050ORLMIL,27,21,27.35,0.1139899972214504,0.1651376146788991,0.6581352833638026,0.5106626283098473,12.424909697138093,0.6455467066924715,-5.575090302861907,492.3,0.1655847431973361
3,Khris Middleton,25:51,1,11,.091,0,7,.000,3,4,.750,0,1,1,5,1,0,2,3,5,-14,202212050ORLMIL,25,51,25.85,0.1077382606279522,0.045871559633027525,0.19342359767891681,-0.6851819561722453,11.743470408446791,0.5139019855391732,6.743470408446791,129.25,0.04347314251118361
4,Jordan Nwora,19:17,2,3,.667,2,2,1.000,0,0,,1,0,1,0,1,0,1,0,6,-12,202212050ORLMIL,19,17,19.283333333333335,0.08036954709641567,0.05504587155963303,0.31114952463267065,-0.38223732074028177,8.760280633509307,-0.062409349287490055,2.760280633509307,115.70000000000002,0.038915609969392216
6,Jevon Carter,25:06,1,5,.200,0,2,.000,0,0,,0,1,1,6,1,0,0,1,2,+12,202212050ORLMIL,25,6,25.1,0.1046123923312031,0.01834862385321101,0.0796812749003984,-0.9778755658038683,11.402750764101139,0.4480796249625238,9.402750764101139,50.2,0.01688473310685816
7,Sandro Mamukelashvili,23:02,3,5,.600,2,3,.667,0,0,,2,4,6,2,1,1,2,3,8,+17,202212050ORLMIL,23,2,23.033333333333335,0.09599888858016115,0.07339449541284404,0.3473227206946454,-0.289152679345114,10.463878855237565,0.26670245359575667,2.4638788552375654,184.26666666666668,0.061977957911495296
8,Pat Connaughton,21:59,2,9,.222,2,8,.250,1,2,.500,0,4,4,0,1,0,0,0,7,+11,202212050ORLMIL,21,59,21.983333333333334,0.09162267296471241,0.06422018348623854,0.31842304776345715,-0.36352033230639447,9.986871353153653,0.17455114878844755,2.986871353153653,153.88333333333333,0.05175854607424349
9,George Hill,18:52,0,1,.000,0,1,.000,0,0,,0,1,1,2,1,0,0,0,0,+2,202212050ORLMIL,18,52,18.866666666666667,0.07863295359822171,0.0,0.0,-1.1829197340688398,8.570991942206167,-0.0989773273856287,8.570991942206167,0.0,0.0
10,A.J. Green,10:10,4,6,.667,3,5,.600,1,1,1.000,0,0,0,0,0,0,0,2,12,-1,202212050ORLMIL,10,10,10.166666666666666,0.042372881355932195,0.11009174311926606,1.180327868852459,1.8544230600988383,4.618644067796609,-0.8625167100747608,-7.381355932203391,122.0,0.0410346103393764
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212050ORLMIL,0,0,0.0,0.0,0.0,,,0.0,-1.7547753756693403,0.0,0.0,0.0
12,Wesley Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212050ORLMIL,0,0,0.0,0.0,0.0,,,0.0,-1.7547753756693403,0.0,0.0,0.0
0,Jrue Holiday,34:34,12,23,.522,2,4,.500,5,6,.833,1,4,5,6,0,0,1,0,31,+18,202212070MILMIL,34,34,34.56666666666667,0.14405778981732306,0.24603174603174602,0.8968177434908389,1.5817290444036203,18.151281516982706,1.3133555331307998,-12.848718483017294,1071.5666666666668,0.2765464172498484
1,Brook Lopez,34:02,6,15,.400,2,7,.286,3,3,1.000,6,3,9,3,0,1,0,3,17,+16,202212070MILMIL,34,2,34.03333333333333,0.14183510453566714,0.1349206349206349,0.4995102840352596,0.4204714389044825,17.87122317149406,1.2756357547605017,0.8712231714940586,578.5666666666666,0.14931459122797205
2,Giannis Antetokounmpo,32:43,12,19,.632,2,2,1.000,9,10,.900,1,5,6,7,1,0,3,4,35,+11,202212070MILMIL,32,43,32.71666666666667,0.13634785024657914,0.2777777777777778,1.0697911360163015,2.087298881663721,17.17982913106897,1.1825150519088294,-17.82017086893103,1145.0833333333335,0.2955193579051052
3,Khris Middleton,29:11,5,11,.455,2,5,.400,2,2,1.000,1,5,6,6,1,0,1,3,14,+4,202212070MILMIL,29,11,29.183333333333334,0.1216225602556088,0.1111111111111111,0.47972587093089664,0.36264518963330067,15.32444259220671,0.9326215202056082,1.3244425922067098,408.56666666666666,0.10544154777215264
4,Grayson Allen,28:50,4,7,.571,2,4,.500,0,0,,2,4,6,4,0,0,0,2,10,+20,202212070MILMIL,28,50,28.833333333333332,0.12016392303952211,0.07936507936507936,0.3468208092485549,-0.02581218768208029,15.140654302979787,0.9078679156501003,5.140654302979787,288.3333333333333,0.07441212272408586
6,Pat Connaughton,24:15,2,7,.286,2,6,.333,0,1,.000,2,4,6,0,0,1,0,2,6,+9,202212070MILMIL,24,15,24.25,0.10106272140029172,0.047619047619047616,0.24742268041237114,-0.31633488071575283,12.733902896436756,0.5837135702803552,6.733902896436756,145.5,0.0375501636636572
7,Bobby Portis,19:57,3,5,.600,0,0,,1,2,.500,0,5,5,1,0,0,2,0,7,-2,202212070MILMIL,19,57,19.95,0.08314232131694102,0.05555555555555555,0.3508771929824562,-0.013956114130703898,10.47593248593457,0.2795978571698309,3.4759324859345693,139.65,0.03604041481532459
8,Jevon Carter,18:36,1,4,.250,1,2,.500,0,0,,3,2,5,4,1,0,0,0,3,-5,202212070MILMIL,18,36,18.6,0.07751614919774953,0.023809523809523808,0.16129032258064516,-0.5680841324129713,9.767034798916441,0.18411966817001518,6.767034798916441,55.800000000000004,0.014400681322557196
9,George Hill,13:55,1,4,.250,1,3,.333,0,0,,1,1,2,3,0,0,0,1,3,0,202212070MILMIL,13,55,13.916666666666666,0.05799819406820865,0.023809523809523808,0.2155688622754491,-0.40943781068936635,7.30777245259429,-0.14710713564416078,4.30777245259429,41.75,0.010774703319296825
10,Thanasis Antetokounmpo,1:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,202212070MILMIL,1,18,1.3,0.005417795374036257,0.0,0.0,-1.0395064763247508,0.6826422171285684,-1.0394156427165133,0.6826422171285684,0.0,0.0
11,A.J. Green,1:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,202212070MILMIL,1,18,1.3,0.005417795374036257,0.0,0.0,-1.0395064763247508,0.6826422171285684,-1.0394156427165133,0.6826422171285684,0.0,0.0
12,Sandro Mamukelashvili,1:18,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,202212070MILMIL,1,18,1.3,0.005417795374036257,0.0,0.0,-1.0395064763247508,0.6826422171285684,-1.0394156427165133,0.6826422171285684,0.0,0.0
13,MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212070MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1313576024941139,0.0,0.0,0.0
14,Serge Ibaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212070MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1313576024941139,0.0,0.0,0.0
15,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202212070MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1313576024941139,0.0,0.0,0.0
0,Jrue Holiday,36:50,6,13,.462,3,5,.600,2,2,1.000,3,4,7,6,0,0,2,3,17,-5,202212090DALMIL,36,50,36.833333333333336,0.1534722222222222,0.16037735849056603,0.4615384615384615,0.20543185284181992,16.268055555555552,1.3204554908621335,-0.7319444444444478,626.1666666666667,0.19358495427025635
1,Giannis Antetokounmpo,35:08,10,20,.500,1,1,1.000,7,10,.700,4,6,10,3,1,0,7,6,28,-2,202212090DALMIL,35,8,35.13333333333333,0.14638888888888887,0.2641509433962264,0.7969639468690702,1.7255540736817638,15.517222222222221,1.2064524412278457,-12.482777777777779,983.7333333333333,0.3041298467087466
2,Grayson Allen,33:29,4,8,.500,1,5,.200,3,3,1.000,1,4,5,5,2,0,0,1,12,-3,202212090DALMIL,33,29,33.483333333333334,0.13951388888888888,0.11320754716981132,0.35838725734196114,-0.26204138477144,14.788472222222222,1.0958024224651541,2.7884722222222216,401.8,0.1242200180342651
3,Khris Middleton,31:13,6,17,.353,2,8,.250,5,6,.833,0,3,3,5,1,1,1,2,19,+6,202212090DALMIL,31,13,31.216666666666665,0.13006944444444443,0.1792452830188679,0.608649225840897,0.8721263990849735,13.78736111111111,0.9437983562861032,-5.21263888888889,593.1166666666667,0.18336725492721886
