,GAME_ID,TEAM_ID,PLAYER_NAME,TIME,TIMESHARE,PTS_TEAM,PTSSHARE,PTSCAP,PTSCAPSHARE,GAME_DATE,MATCHUP,WL,W_PCT,PTS,HHI_TS,HHI_PS,HHI_PCS
0,22101219,1610612759,Devin Vassell,31.5,0.13125,15.0,0.125,472.5,0.14600607714889016,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
1,22101219,1610612759,Keldon Johnson,33.5,0.13958333333333334,24.0,0.2,804.0,0.24844208683112737,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
2,22101219,1610612759,Jakob Poeltl,28.666666666666668,0.11944444444444446,12.0,0.1,344.0,0.10629860431580575,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
3,22101219,1610612759,Joshua Primo,18.633333333333333,0.0776388888888889,4.0,0.03333333333333333,74.53333333333333,0.023031364268424576,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
4,22101219,1610612759,Dejounte Murray,31.833333333333332,0.1326388888888889,17.0,0.14166666666666666,541.1666666666666,0.16722459700262657,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
5,22101219,1610612759,Josh Richardson,28.183333333333334,0.11743055555555557,18.0,0.15,507.3,0.15675954060874492,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
6,22101219,1610612759,Tre Jones,20.85,0.08687500000000002,12.0,0.1,250.20000000000002,0.07731369418550756,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
7,22101219,1610612759,Zach Collins,15.166666666666666,0.06319444444444446,8.0,0.06666666666666667,121.33333333333333,0.03749291857650512,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
8,22101219,1610612759,Keita Bates-Diop,13.966666666666667,0.05819444444444445,8.0,0.06666666666666667,111.73333333333333,0.0345264458979245,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
9,22101219,1610612759,Joe Wieskamp,8.783333333333333,0.036597222222222225,0.0,0.0,0.0,0.0,2022-04-10,SAS @ DAL,L,0.415,120,0.10534679783950619,0.1284722222222222,0.1559923403404323
