,GAME_ID,TEAM_ID,PLAYER_NAME,TIME,TIMESHARE,PTS_TEAM,PTSSHARE,PTSCAP,PTSCAPSHARE,GAME_DATE,MATCHUP,WL,W_PCT,PTS,HHI_TS,HHI_PS,HHI_PCS
2,22100294,1610612751,LaMarcus Aldridge,27.866666666666667,0.11611111111111112,18.0,0.16822429906542055,501.6,0.12835155087192565,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
3,22100294,1610612751,Patty Mills,37.516666666666666,0.15631944444444446,9.0,0.08411214953271028,337.65,0.08639932446552172,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
4,22100294,1610612751,James Harden,39.833333333333336,0.16597222222222224,12.0,0.11214953271028037,478.0,0.12231268205099773,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
5,22100294,1610612751,Cam Thomas,11.866666666666667,0.04944444444444445,3.0,0.028037383177570093,35.6,0.009109480085806526,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
6,22100294,1610612751,Bruce Brown,4.616666666666667,0.019236111111111117,0.0,0.0,0.0,0.0,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
7,22100294,1610612751,Paul Millsap,8.133333333333333,0.03388888888888889,2.0,0.018691588785046728,16.266666666666666,0.004162384159057663,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
8,22100294,1610612751,Jevon Carter,3.1666666666666665,0.013194444444444446,0.0,0.0,0.0,0.0,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
9,22100294,1610612751,James Johnson,27.383333333333333,0.11409722222222224,6.0,0.056074766355140186,164.3,0.042041785901629554,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
10,22100294,1610612751,Kessler Edwards,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
11,22100294,1610612751,Blake Griffin,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-27,BKN vs. PHX,L,0.7,107,0.1385210262345679,0.21338108131714556,0.26661311927584486
