,GAME_ID,PLAYER_NAME,TIME,TIMESHARE,PTS_TEAM,PTSSHARE,PTSCAP,PTSCAPSHARE,GAME_DATE,MATCHUP,WL,W_PCT,PTS,HHI_TS,HHI_PS,HHI_PCS
11,22201135,JaMychal Green,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 28, 2023",GSW vs. NOP,W,0.519,120,0.1190492573302469,0.18625,0.2226513136319734
0,22201121,Donte DiVincenzo,20.666666666666668,0.08611111111111111,2.0,0.020833333333333332,41.333333333333336,0.0142669765515337,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
1,22201121,Draymond Green,35.733333333333334,0.1488888888888889,12.0,0.125,428.8,0.1480083760959109,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
2,22201121,Kevon Looney,29.983333333333334,0.12493055555555556,3.0,0.03125,89.95,0.03104793243896265,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
3,22201121,Klay Thompson,34.8,0.145,15.0,0.15625,522.0,0.18017810709436913,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
4,22201121,Stephen Curry,36.21666666666667,0.15090277777777777,20.0,0.20833333333333334,724.3333333333334,0.25001725843937683,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
5,22201121,Jordan Poole,30.516666666666666,0.12715277777777778,27.0,0.28125,823.9499999999999,0.28440182249119816,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
6,22201121,Jonathan Kuminga,14.733333333333333,0.06138888888888889,5.0,0.052083333333333336,73.66666666666666,0.025427434015233442,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
7,22201121,JaMychal Green,3.95,0.016458333333333335,0.0,0.0,0.0,0.0,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
8,22201121,Anthony Lamb,17.916666666666668,0.07465277777777778,3.0,0.03125,53.75,0.018552822330119425,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
9,22201121,Gary Payton II,15.483333333333333,0.06451388888888888,9.0,0.09375,139.35,0.048099270543295665,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
10,22201121,Patrick Baldwin Jr.,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
11,22201121,Moses Moody,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
12,22201121,Lester Quinones,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 26, 2023",GSW vs. MIN,L,0.513,96,0.11892969714506171,0.17643229166666669,0.20223547799698127
0,22201103,Donte DiVincenzo,18.983333333333334,0.07909722222222222,0.0,0.0,0.0,0.0,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
1,22201103,Draymond Green,34.61666666666667,0.14423611111111112,10.0,0.08333333333333333,346.1666666666667,0.09253154180625847,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
2,22201103,Kevon Looney,30.283333333333335,0.12618055555555557,6.0,0.05,181.70000000000002,0.04856903556917814,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
3,22201103,Klay Thompson,36.2,0.15083333333333335,21.0,0.175,760.2,0.20320407726851522,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
4,22201103,Stephen Curry,38.43333333333333,0.1601388888888889,29.0,0.24166666666666667,1114.5666666666666,0.2979275073062941,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
5,22201103,Jonathan Kuminga,15.916666666666666,0.06631944444444444,4.0,0.03333333333333333,63.666666666666664,0.017018319195951242,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
6,22201103,Jordan Poole,32.266666666666666,0.13444444444444445,33.0,0.275,1064.8,0.2846247059662128,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
7,22201103,JaMychal Green,13.516666666666667,0.05631944444444445,12.0,0.1,162.20000000000002,0.043356618433245425,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
8,22201103,Anthony Lamb,11.583333333333334,0.04826388888888889,2.0,0.016666666666666666,23.166666666666668,0.006192529759783306,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
9,22201103,Moses Moody,8.2,0.034166666666666665,3.0,0.025,24.599999999999998,0.0065756646945612654,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
10,22201103,Lester Quinones,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 24, 2023",GSW vs. PHI,W,0.52,120,0.12051933834876545,0.1861111111111111,0.2242359636610296
0,22201086,Donte DiVincenzo,24.266666666666666,0.10111111111111112,14.0,0.11023622047244094,339.73333333333335,0.09988631463405072,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
1,22201086,Draymond Green,24.733333333333334,0.10305555555555557,14.0,0.11023622047244094,346.26666666666665,0.10180720530009015,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
2,22201086,Kevon Looney,27.866666666666667,0.11611111111111112,12.0,0.09448818897637795,334.4,0.0983182406209573,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
3,22201086,Klay Thompson,34.8,0.14500000000000002,9.0,0.07086614173228346,313.2,0.09208514641891097,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
4,22201086,Stephen Curry,34.7,0.14458333333333337,20.0,0.15748031496062992,694.0,0.204045630953781,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
5,22201086,Jonathan Kuminga,30.5,0.12708333333333335,22.0,0.1732283464566929,671.0,0.19728331177231564,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
6,22201086,Jordan Poole,26.083333333333332,0.10868055555555556,16.0,0.12598425196850394,417.3333333333333,0.12270179152455994,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
7,22201086,JaMychal Green,8.716666666666667,0.036319444444444446,9.0,0.07086614173228346,78.45,0.023065388686345993,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
8,22201086,Anthony Lamb,21.45,0.08937500000000001,9.0,0.07086614173228346,193.04999999999998,0.05675937904269081,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
9,22201086,Moses Moody,6.883333333333333,0.028680555555555556,2.0,0.015748031496062992,13.766666666666666,0.004047591046297385,"MAR 22, 2023",GSW @ DAL,W,0.514,127,0.11434623842592595,0.1192262384524769,0.137869210048338
0,22201074,Donte DiVincenzo,19.25,0.08020833333333334,5.0,0.04132231404958678,96.25,0.02685496921560239,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
1,22201074,Draymond Green,33.766666666666666,0.14069444444444443,8.0,0.06611570247933884,270.1333333333333,0.07537062182623092,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
2,22201074,Kevon Looney,23.783333333333335,0.09909722222222223,11.0,0.09090909090909091,261.6166666666667,0.07299436394412306,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
3,22201074,Klay Thompson,37.166666666666664,0.1548611111111111,29.0,0.2396694214876033,1077.8333333333333,0.30072915310355086,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
4,22201074,Stephen Curry,36.1,0.15041666666666667,30.0,0.24793388429752067,1083.0,0.3021707185506222,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
5,22201074,Jonathan Kuminga,25.55,0.10645833333333334,17.0,0.14049586776859505,434.35,0.12118915198750024,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
6,22201074,Jordan Poole,26.366666666666667,0.10986111111111112,5.0,0.04132231404958678,131.83333333333334,0.036783169955916004,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
7,22201074,JaMychal Green,12.9,0.05375,4.0,0.03305785123966942,51.6,0.014397053626234632,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
8,22201074,Moses Moody,8.1,0.033749999999999995,3.0,0.024793388429752067,24.299999999999997,0.00678000781235468,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
9,22201074,Anthony Lamb,17.016666666666666,0.07090277777777777,9.0,0.0743801652892562,153.14999999999998,0.04273078997786499,"MAR 20, 2023",GSW @ HOU,W,0.507,121,0.11511386959876542,0.16194249026705826,0.21159424007206895
0,22201061,Donte DiVincenzo,22.516666666666666,0.09381944444444446,3.0,0.025210084033613446,67.55,0.021294817367912236,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
1,22201061,Draymond Green,30.466666666666665,0.12694444444444444,11.0,0.09243697478991597,335.1333333333333,0.1056491950737674,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
2,22201061,Kevon Looney,20.383333333333333,0.08493055555555556,10.0,0.08403361344537816,203.83333333333331,0.06425749232903198,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
3,22201061,Klay Thompson,32.1,0.13375000000000004,14.0,0.11764705882352941,449.40000000000003,0.14167122020932288,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
4,22201061,Stephen Curry,30.05,0.12520833333333334,16.0,0.13445378151260504,480.8,0.1515699213988483,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
5,22201061,Jonathan Kuminga,30.133333333333333,0.12555555555555556,24.0,0.20168067226890757,723.2,0.2279853726198983,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
6,22201061,Jordan Poole,29.583333333333332,0.1232638888888889,21.0,0.17647058823529413,621.25,0.19584611828002185,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
7,22201061,Anthony Lamb,18.016666666666666,0.07506944444444445,9.0,0.07563025210084033,162.14999999999998,0.05111701904081375,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
8,22201061,JaMychal Green,10.483333333333333,0.043680555555555556,2.0,0.01680672268907563,20.966666666666665,0.006609642301710731,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
9,22201061,Moses Moody,11.983333333333333,0.04993055555555556,9.0,0.07563025210084033,107.85,0.03399920137867261,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
10,22201061,Patrick Baldwin Jr.,4.283333333333333,0.017847222222222223,0.0,0.0,0.0,0.0,"MAR 18, 2023",GSW @ MEM,L,0.5,119,0.10700954861111113,0.13169973871901702,0.15293403757068402
0,22201048,Donte DiVincenzo,35.81666666666667,0.14922574821192974,18.0,0.15126050420168066,644.7,0.17173833900141186,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
1,22201048,Jonathan Kuminga,25.883333333333333,0.10783973335185056,10.0,0.08403361344537816,258.8333333333333,0.0689492891963168,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
2,22201048,Kevon Looney,34.1,0.14207346712033886,18.0,0.15126050420168066,613.8000000000001,0.1635070458803577,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
3,22201048,Klay Thompson,35.3,0.1470731199222276,15.0,0.12605042016806722,529.5,0.14105079959864678,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
4,22201048,Stephen Curry,37.3,0.1554058745920422,31.0,0.2605042016806723,1156.3,0.3080208490574415,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
5,22201048,Jordan Poole,23.65,0.09853482397055759,12.0,0.10084033613445378,283.79999999999995,0.07560003196618688,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
6,22201048,JaMychal Green,13.9,0.057912644955211444,6.0,0.05042016806722689,83.4,0.022216499880126802,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
7,22201048,Anthony Lamb,21.366666666666667,0.08902159572251926,8.0,0.06722689075630252,170.93333333333334,0.04553405730826948,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
8,22201048,Moses Moody,12.7,0.05291299215332268,1.0,0.008403361344537815,12.7,0.0033830881112423307,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
9,22201048,Patrick Baldwin Jr.,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
10,22201048,Draymond Green,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 17, 2023",GSW @ ATL,L,0.507,119,0.12365170576399637,0.15387331403149493,0.18404852049798068
0,22201041,Donte DiVincenzo,32.86666666666667,0.13694444444444442,10.0,0.07936507936507936,328.6666666666667,0.08197300544131157,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
1,22201041,Draymond Green,35.13333333333333,0.14638888888888887,8.0,0.06349206349206349,281.06666666666666,0.07010105292912162,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
2,22201041,Kevon Looney,25.35,0.105625,6.0,0.047619047619047616,152.10000000000002,0.03793537767025403,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
3,22201041,Klay Thompson,37.233333333333334,0.15513888888888888,15.0,0.11904761904761904,558.5,0.1392959134045817,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
4,22201041,Stephen Curry,38.53333333333333,0.16055555555555553,50.0,0.3968253968253968,1926.6666666666665,0.4805314112076885,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
5,22201041,Jordan Poole,24.966666666666665,0.10402777777777776,19.0,0.15079365079365079,474.3666666666666,0.11831215420236357,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
6,22201041,JaMychal Green,15.516666666666667,0.06465277777777777,7.0,0.05555555555555555,108.61666666666667,0.027090166149139328,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
7,22201041,Jonathan Kuminga,18.533333333333335,0.07722222222222222,8.0,0.06349206349206349,148.26666666666668,0.03697930306317991,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
8,22201041,Moses Moody,10.4,0.04333333333333333,3.0,0.023809523809523808,31.200000000000003,0.007781615932359801,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
9,22201041,Patrick Baldwin Jr.,1.4666666666666668,0.0061111111111111106,0.0,0.0,0.0,0.0,"MAR 15, 2023",GSW @ LAC,L,0.514,126,0.1240664448302469,0.21466364323507178,0.279546278105856
0,22201025,Donte DiVincenzo,31.0,0.12915769738212626,10.0,0.08130081300813008,310.0,0.08427920886291035,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
1,22201025,Draymond Green,30.033333333333335,0.12513019929171587,4.0,0.032520325203252036,120.13333333333334,0.03266045900450849,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
2,22201025,Kevon Looney,26.616666666666667,0.1108950767307826,9.0,0.07317073170731707,239.55,0.06512607897777475,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
3,22201025,Klay Thompson,33.583333333333336,0.13992083883063677,38.0,0.3089430894308943,1276.1666666666667,0.346949409818981,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
4,22201025,Stephen Curry,33.45,0.13936532185264913,23.0,0.18699186991869918,769.35,0.20916196560864542,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
5,22201025,Jordan Poole,30.85,0.12853274078189017,20.0,0.16260162601626016,617.0,0.16774281247876027,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
6,22201025,JaMychal Green,21.116666666666667,0.08798000138879246,9.0,0.07317073170731707,190.05,0.05166859240127779,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
7,22201025,Andre Iguodala,16.033333333333335,0.0668009166030137,6.0,0.04878048780487805,96.20000000000002,0.026153741589070894,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
8,22201025,Moses Moody,14.95,0.06228734115686411,4.0,0.032520325203252036,59.8,0.016257731258071093,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
9,22201025,Patrick Baldwin Jr.,2.3833333333333333,0.00992986598152906,0.0,0.0,0.0,0.0,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
10,22201025,Ryan Rollins,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 13, 2023",GSW vs. PHX,W,0.522,123,0.1163393533482071,0.17866349395201273,0.20828934422675544
0,22201012,Donte DiVincenzo,37.233333333333334,0.14049430853405448,20.0,0.16,744.6666666666667,0.1757042128899568,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
1,22201012,Draymond Green,35.93333333333333,0.13558895666939186,5.0,0.04,179.66666666666666,0.042392377237102374,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
2,22201012,Kevon Looney,35.983333333333334,0.13577762404880198,7.0,0.056,251.88333333333333,0.059431910685002615,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
3,22201012,Klay Thompson,32.85,0.12395446827243571,22.0,0.176,722.7,0.17052117455985466,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
4,22201012,Stephen Curry,43.4,0.1637632853279668,36.0,0.288,1562.3999999999999,0.36864851685667205,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
5,22201012,Jordan Poole,25.033333333333335,0.09445946795799008,13.0,0.104,325.43333333333334,0.07678604433503348,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
6,22201012,JaMychal Green,23.2,0.0875416640462864,18.0,0.144,417.59999999999997,0.09853278330731327,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
7,22201012,Andre Iguodala,10.466666666666667,0.039494371423180935,2.0,0.016,20.933333333333334,0.004939223173450889,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
8,22201012,Ty Jerome,14.466666666666667,0.05458776177598894,0.0,0.0,0.0,0.0,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
9,22201012,Moses Moody,6.45,0.024338091943902903,2.0,0.016,12.9,0.003043756955613844,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
10,22201012,Patrick Baldwin Jr.,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
11,22201012,Lester Quinones,0.0,0.0,0.0,0.0,0.0,0.0,"MAR 11, 2023",GSW vs. MIL,W,0.515,125,0.12045980877979903,0.17631999999999998,0.2168189024095283
